"id","parent_id","type","subtype","code","name","is_group","is_selectable","est_count","domain_id","concept_id","has_attribute","path","synonyms"
342784,342768,"MEAS","CLIN","8867-4","Heart rate",0,1,837797,"",3027018,1,"342761.342762.342768","Heart rate|8867-4|Heart rate|Count/time; Heart beat; HEART RATE.ATOM; Misc; Miscellaneous; nRate; Number rate; Number Rate = Count/Time; Other; Point in time; Pulse; QNT; Quan; Quant; Quantitative; Random; To be specified in another part of the message; Unspecified|Heart rate|Count/time; Heart beat; HEART RATE.ATOM; Misc; Miscellaneous; nRate; Number rate; Number Rate = Count/Time; Other; Point in time; Pulse; QNT; Quan; Quant; Quantitative; Random; To be specified in another part of the message; Unspecified|[rank1]"
342785,342769,"MEAS","CLIN","20564-1","Oxygen saturation in Blood",0,1,485019,"",3013502,1,"342761.342762.342769","Oxygen saturation in Blood|20564-1|Blood; Hemodynamics; HEMODYNAMICS.MOLEC; Mass Fraction; O2; Percent; Point in time; QNT; Quan; Quant; Quantitative; Random; SaO2; SAT; Satn; SO2; tO2; WB; Whole blood|SaO2 % Bld|Oxygen saturation in Blood|Blood; Hemodynamics; HEMODYNAMICS.MOLEC; Mass Fraction; O2; Percent; Point in time; QNT; Quan; Quant; Quantitative; Random; SaO2; SAT; Satn; SO2; tO2; WB; Whole blood|SaO2 % Bld|Oxygen saturation in Blood|[rank1]"
342786,342770,"MEAS","CLIN","11984-2","Fetal Head Circumference US",0,1,3868,"",3018631,1,"342761.342762.342770","Fetal Head Circumference US|11984-2|Fetal Head Circumference US|Brain; Circum; Circumference; Cranial; Cranium; Echoencephalogram; Echoencephalography; Echography; Fetal; HC; Head Circumference; Intracranial; Length; OBSTERICAL; OBSTERICAL.ULTRASOUND; Obstetrical; Obstetrics; Point in time; QNT; Quan; Quant; Quantitative; Random; Skull; Sonogram; Sonograph; Sonography; ULS; Ultrasound; US+Meas|Fet Head Circum US.meas|Fetal Head Circumference US|Brain; Circum; Circumference; Cranial; Cranium; Echoencephalogram; Echoencephalography; Echography; Fetal; HC; Head Circumference; Intracranial; Length; OBSTERICAL; OBSTERICAL.ULTRASOUND; Obstetrical; Obstetrics; Point in time; QNT; Quan; Quant; Quantitative; Random; Skull; Sonogram; Sonograph; Sonography; ULS; Ultrasound; US+Meas|Fet Head Circum US.meas|[rank1]"
342787,342771,"MEAS","CLIN","9279-1","Respiratory rate",0,1,552832,"",3024171,1,"342761.342762.342771","Respiratory rate|9279-1|Breathing; Count/time; Lungs; nRate; Number rate; Number Rate = Count/Time; Point in time; QNT; Quan; Quant; Quantitative; Random; RESP.ATOM; Respiratory rate; RS|Respiratory rate|Resp rate|Breathing; Count/time; Lungs; nRate; Number rate; Number Rate = Count/Time; Point in time; QNT; Quan; Quant; Quantitative; Random; RESP.ATOM; Respiratory rate; RS|Respiratory rate|Resp rate|[rank1]"
342788,342763,"MEAS","LAB","LP31625-4","Allergy",1,0,94489,"",40772948,0,342761.342763,"Allergy|LP31625-4|Allergy|Allergy|[rank1]"
342789,342763,"MEAS","LAB","LP7755-4","Antibiotic Susceptibilities",1,0,86880,"",40798316,0,342761.342763,"Antibiotic Susceptibilities|LP7755-4|Antibiotic Susceptibilities|Antibiotic Susceptibilities|[rank1]"
342790,342763,"MEAS","LAB","LP32651-9","Blood Bank",1,0,547683,"",40782957,0,342761.342763,"Blood Bank|LP32651-9|Blood Bank|Blood Bank|[rank1]"
342791,342763,"MEAS","LAB","LP32737-6","Cell markers - Flow Cytometry",1,0,508544,"",40786257,0,342761.342763,"Cell markers - Flow Cytometry|LP32737-6|Cell markers - Flow Cytometry|Cell markers - Flow Cytometry|[rank1]"
342792,342763,"MEAS","LAB","LP31388-9","Chemistry",1,0,609694,"",40772935,0,342761.342763,"Chemistry|LP31388-9|Chemistry|Chemistry|[rank1]"
342793,342763,"MEAS","LAB","LP40271-6","Chemistry, challenge",1,0,604442,"",40783186,0,342761.342763,"Chemistry, challenge|LP40271-6|Chemistry, challenge|Chemistry, challenge|[rank1]"
342794,342763,"MEAS","LAB","LP19284-6","Coagulation",1,0,207212,"",40772812,0,342761.342763,"Coagulation|LP19284-6|Coagulation|Coagulation|[rank1]"
342795,342763,"MEAS","LAB","LP32760-8","Cytology",1,0,12452,"",40792802,0,342761.342763,"Cytology|LP32760-8|Cytology|Cytology|[rank1]"
342796,342763,"MEAS","LAB","LP40474-6","Drug doses",1,0,554953,"",40773177,0,342761.342763,"Drug doses|LP40474-6|Drug doses|Drug doses|[rank1]"
342797,342763,"MEAS","LAB","LP31389-7","Drug/Tox",1,0,100549,"",40796096,0,342761.342763,"Drug/Tox|LP31389-7|Drug/Tox|Drug/Tox|[rank1]"
342798,342763,"MEAS","LAB","LP32738-4","Fertility testing",1,0,528342,"",40776263,0,342761.342763,"Fertility testing|LP32738-4|Fertility testing|Fertility testing|[rank1]"
342799,342763,"MEAS","LAB","LP31756-7","Hematology",1,0,556190,"",40792793,0,342761.342763,"Hematology|LP31756-7|Hematology|Hematology|[rank1]"
342800,342763,"MEAS","LAB","LP32739-2","Human Leukocyte Antigens",1,0,1106,"",40772959,0,342761.342763,"Human Leukocyte Antigens|LP32739-2|Human Leukocyte Antigens|Human Leukocyte Antigens|[rank1]"
342801,342763,"MEAS","LAB","LP248770-2","Lab terms not yet categorized",1,0,59870,"",36208195,0,342761.342763,"Lab terms not yet categorized|LP248770-2|Lab terms not yet categorized|Lab terms not yet categorized|[rank1]"
342802,342763,"MEAS","LAB","LP31755-9","Microbiology",1,0,146137,"",40792792,0,342761.342763,"Microbiology|LP31755-9|Microbiology|Microbiology|[rank1]"
342803,342763,"MEAS","LAB","LP32740-0","Molecular Pathology",1,0,55,"",40772960,0,342761.342763,"Molecular Pathology|LP32740-0|Molecular Pathology|Molecular Pathology|[rank1]"
342804,342763,"MEAS","LAB","LP32741-8","Pathology",1,0,83527,"",40786258,0,342761.342763,"Pathology|LP32741-8|Pathology|Pathology|[rank1]"
342805,342763,"MEAS","LAB","LP32742-6","Serology",1,0,306996,"",40776264,0,342761.342763,"Serology|LP32742-6|Serology|Serology|[rank1]"
342806,342763,"MEAS","LAB","LP32743-4","Specimen attributes",1,0,179856,"",40779609,0,342761.342763,"Specimen attributes|LP32743-4|Specimen attributes|Specimen attributes|[rank1]"
342807,342763,"MEAS","LAB","LP32744-2","Urinalysis",1,0,595303,"",40796128,0,342761.342763,"Urinalysis|LP32744-2|Urinalysis|Urinalysis|[rank1]"
342808,342788,"MEAS","LAB","LP31627-0","Animal",1,0,523,"",40779591,0,"342761.342763.342788","Animal|LP31627-0|Animal|Animal|[rank1]"
342809,342788,"MEAS","LAB","LP30682-6","Drug allergens",1,0,48159,"",40776224,0,"342761.342763.342788","Drug allergens|LP30682-6|Drug allergens|Drug allergens|[rank1]"
342810,342788,"MEAS","LAB","LP16999-2","House dust",1,0,280,"",40789320,0,"342761.342763.342788","House dust|LP16999-2|House dust|House dust|[rank1]"
342811,342788,"MEAS","LAB","LP30681-8","Miscellaneous allergens",1,0,2579,"",40792769,0,"342761.342763.342788","Miscellaneous allergens|LP30681-8|Miscellaneous allergens|Miscellaneous allergens|[rank1]"
342812,342788,"MEAS","LAB","LP30672-7","Molds and Other Microorganisms",1,0,2746,"",40772922,0,"342761.342763.342788","Molds and Other Microorganisms|LP30672-7|Molds and Other Microorganisms|Molds and Other Microorganisms|[rank1]"
342813,342788,"MEAS","LAB","LP30689-1","Occupational allergens",1,0,51701,"",40779557,0,"342761.342763.342788","Occupational allergens|LP30689-1|Occupational allergens|Occupational allergens|[rank1]"
342814,342788,"MEAS","LAB","LP32758-2","Others",1,0,583,"",40776267,0,"342761.342763.342788","Others|LP32758-2|Others|Others|[rank1]"
342815,342788,"MEAS","LAB","LP31628-8","Plant",1,0,532,"",40782937,0,"342761.342763.342788","Plant|LP31628-8|Plant|Plant|[rank1]"
342816,342789,"MEAS","LAB","LP31426-7","Antibiotics",1,0,46796,"",40792781,0,"342761.342763.342789","Antibiotics|LP31426-7|Antibiotics|Antibiotics|[rank1]"
342817,342789,"MEAS","LAB","LP31435-8","Antifungals",1,0,1902,"",40786229,0,"342761.342763.342789","Antifungals|LP31435-8|Antifungals|Antifungals|[rank1]"
342818,342789,"MEAS","LAB","LP31463-0","Antitubercular agents",1,0,6476,"",40776237,0,"342761.342763.342789","Antitubercular agents|LP31463-0|Antitubercular agents|Antitubercular agents|[rank1]"
342819,342789,"MEAS","LAB","LP31423-4","Antivirals",1,0,5,"",40779573,0,"342761.342763.342789","Antivirals|LP31423-4|Antivirals|Antivirals|[rank1]"
342820,342789,"MEAS","LAB","LP64213-9","Genetic Antimicrobial Resistance",1,0,50127,"",40784775,0,"342761.342763.342789","Genetic Antimicrobial Resistance|LP64213-9|Genetic Antimicrobial Resistance|Genetic Antimicrobial Resistance|[rank1]"
342821,342790,"MEAS","LAB","LP32652-7","Blood Group Systems",1,0,144,"",40782958,0,"342761.342763.342790","Blood Group Systems|LP32652-7|Blood Group Systems|Blood Group Systems|[rank1]"
342822,342790,"MEAS","LAB","LP32805-1","Blood products",1,0,547662,"",40776269,0,"342761.342763.342790","Blood products|LP32805-1|Blood products|Blood products|[rank1]"
342823,342791,"MEAS","LAB","LP32944-8","Clusters of differentiation",1,0,25,"",40796135,0,"342761.342763.342791","Clusters of differentiation|LP32944-8|Clusters of differentiation|Clusters of differentiation|[rank1]"
342824,342791,"MEAS","LAB","LP32772-3","Multiple markers",1,0,7277,"",40779610,0,"342761.342763.342791","Multiple markers|LP32772-3|Multiple markers|Multiple markers|[rank1]"
342825,342791,"MEAS","LAB","LP32943-0","Other markers",1,0,508525,"",40796134,0,"342761.342763.342791","Other markers|LP32943-0|Other markers|Other markers|[rank1]"
342826,342792,"MEAS","LAB","LP18033-8","Amino acids",1,0,1004,"",40772766,0,"342761.342763.342792","Amino acids|LP18033-8|Amino acids|Amino acids|[rank1]"
342827,342792,"MEAS","LAB","LP31409-3","Cardiovascular (excluding enzymes)",1,0,61851,"",40792780,0,"342761.342763.342792","Cardiovascular (excluding enzymes)|LP31409-3|Cardiovascular (excluding enzymes)|Cardiovascular (excluding enzymes)|[rank1]"
342828,342792,"MEAS","LAB","LP31771-6","Crystals and calculi",1,0,3808,"",40782948,0,"342761.342763.342792","Crystals and calculi|LP31771-6|Crystals and calculi|Crystals and calculi|[rank1]"
342829,342792,"MEAS","LAB","LP31391-3","Cytokines",1,0,34,"",40789533,0,"342761.342763.342792","Cytokines|LP31391-3|Cytokines|Cytokines|[rank1]"
342830,342792,"MEAS","LAB","LP19403-2","Electrolytes - single valence",1,0,504933,"",40792670,0,"342761.342763.342792","Electrolytes - single valence|LP19403-2|Electrolytes - single valence|Electrolytes - single valence|[rank1]"
342831,342792,"MEAS","LAB","LP31396-2","Endocrine",1,0,301971,"",40789534,0,"342761.342763.342792","Endocrine|LP31396-2|Endocrine|Endocrine|[rank1]"
342832,342792,"MEAS","LAB","LP31392-1","Enzymes (see also Inborn errors metabolism lysosomal)",1,0,417225,"",40786225,0,"342761.342763.342792","Enzymes (see also Inborn errors metabolism lysosomal)|LP31392-1|Enzymes (see also Inborn errors metabolism lysosomal)|Enzymes (see also Inborn errors metabolism lysosomal)|[rank1]"
342833,342792,"MEAS","LAB","LP31400-2","Gases and acid/Base",1,0,526756,"",40796098,0,"342761.342763.342792","Gases and acid/Base|LP31400-2|Gases and acid/Base|Gases and acid/Base|[rank1]"
342834,342792,"MEAS","LAB","LP31419-2","Gastrointestinal function",1,0,3554,"",40796099,0,"342761.342763.342792","Gastrointestinal function|LP31419-2|Gastrointestinal function|Gastrointestinal function|[rank1]"
342835,342792,"MEAS","LAB","LP31418-4","General terms",1,0,1899,"",40779572,0,"342761.342763.342792","General terms|LP31418-4|General terms|General terms|[rank1]"
342836,342792,"MEAS","LAB","LP31406-9","Inborn errors metabolism lysosomal",1,0,117,"",40792779,0,"342761.342763.342792","Inborn errors metabolism lysosomal|LP31406-9|Inborn errors metabolism lysosomal|Inborn errors metabolism lysosomal|[rank1]"
342837,342792,"MEAS","LAB","LP15157-8","Iodine",1,0,19,"",40775854,0,"342761.342763.342792","Iodine|LP15157-8|Iodine|Iodine|[rank1]"
342838,342792,"MEAS","LAB","LP15677-5","Iron",1,0,69168,"",40775896,0,"342761.342763.342792","Iron|LP15677-5|Iron|Iron|[rank1]"
342839,342792,"MEAS","LAB","LP15705-4","Lipids",1,0,196858,"",40789215,0,"342761.342763.342792","Lipids|LP15705-4|Lipids|Lipids|[rank1]"
342840,342792,"MEAS","LAB","LP15711-2","Lipoproteins",1,0,2657,"",40795813,0,"342761.342763.342792","Lipoproteins|LP15711-2|Lipoproteins|Lipoproteins|[rank1]"
342841,342792,"MEAS","LAB","LP31397-0","Liver function (excluding enzymes)",1,0,442419,"",40776230,0,"342761.342763.342792","Liver function (excluding enzymes)|LP31397-0|Liver function (excluding enzymes)|Liver function (excluding enzymes)|[rank1]"
342842,342792,"MEAS","LAB","LP31413-5","Mineral, bone, joint, connective tissue",1,0,499929,"",40786227,0,"342761.342763.342792","Mineral, bone, joint, connective tissue|LP31413-5|Mineral, bone, joint, connective tissue|Mineral, bone, joint, connective tissue|[rank1]"
342843,342792,"MEAS","LAB","LP31403-6","Neural, Muscular",1,0,499,"",40792778,0,"342761.342763.342792","Neural, Muscular|LP31403-6|Neural, Muscular|Neural, Muscular|[rank1]"
342844,342792,"MEAS","LAB","LP31405-1","Nucelotides/sides and derivatives",1,0,42527,"",40786226,0,"342761.342763.342792","Nucelotides/sides and derivatives|LP31405-1|Nucelotides/sides and derivatives|Nucelotides/sides and derivatives|[rank1]"
342845,342792,"MEAS","LAB","LP36815-6","Peptides",1,0,36,"",40783042,0,"342761.342763.342792","Peptides|LP36815-6|Peptides|Peptides|[rank1]"
342846,342792,"MEAS","LAB","LP14913-5","Porphyrins",1,0,366,"",40795756,0,"342761.342763.342792","Porphyrins|LP14913-5|Porphyrins|Porphyrins|[rank1]"
342847,342792,"MEAS","LAB","LP15838-3","Protein",1,0,457578,"",40779250,0,"342761.342763.342792","Protein|LP15838-3|Protein|Protein|[rank1]"
342848,342792,"MEAS","LAB","LP31398-8","Renal function",1,0,535962,"",40776231,0,"342761.342763.342792","Renal function|LP31398-8|Renal function|Renal function|[rank1]"
342849,342792,"MEAS","LAB","LP31415-0","Small molecules",1,0,263581,"",40776232,0,"342761.342763.342792","Small molecules|LP31415-0|Small molecules|Small molecules|[rank1]"
342850,342792,"MEAS","LAB","LP31410-1","Specimen Physical properties, artifacts",1,0,14733,"",40779571,0,"342761.342763.342792","Specimen Physical properties, artifacts|LP31410-1|Specimen Physical properties, artifacts|Specimen Physical properties, artifacts|[rank1]"
342851,342792,"MEAS","LAB","LP31399-6","Sugars/Sugar metabolism",1,0,539377,"",40779570,0,"342761.342763.342792","Sugars/Sugar metabolism|LP31399-6|Sugars/Sugar metabolism|Sugars/Sugar metabolism|[rank1]"
342852,342792,"MEAS","LAB","LP31412-7","Tumor markers",1,0,66257,"",40789536,0,"342761.342763.342792","Tumor markers|LP31412-7|Tumor markers|Tumor markers|[rank1]"
342853,342792,"MEAS","LAB","LP31395-4","Vitamins",1,0,137113,"",40792777,0,"342761.342763.342792","Vitamins|LP31395-4|Vitamins|Vitamins|[rank1]"
342854,342793,"MEAS","LAB","LP14355-9","Creatinine",1,0,515155,"",40775801,0,"342761.342763.342793","Creatinine|LP14355-9|Creatinine|Creatinine|[rank1]"
342855,342793,"MEAS","LAB","LP31396-2","Endocrine",1,0,301971,"",40789534,0,"342761.342763.342793","Endocrine|LP31396-2|Endocrine|Endocrine"
342856,342793,"MEAS","LAB","LP31392-1","Enzymes (see also Inborn errors metabolism lysosomal)",1,0,417225,"",40786225,0,"342761.342763.342793","Enzymes (see also Inborn errors metabolism lysosomal)|LP31392-1|Enzymes (see also Inborn errors metabolism lysosomal)|Enzymes (see also Inborn errors metabolism lysosomal)"
342857,342793,"MEAS","LAB","LP31400-2","Gases and acid/Base",1,0,526756,"",40796098,0,"342761.342763.342793","Gases and acid/Base|LP31400-2|Gases and acid/Base|Gases and acid/Base"
342858,342793,"MEAS","LAB","LP31419-2","Gastrointestinal function",1,0,3554,"",40796099,0,"342761.342763.342793","Gastrointestinal function|LP31419-2|Gastrointestinal function|Gastrointestinal function"
342859,342793,"MEAS","LAB","LP15677-5","Iron",1,0,69168,"",40775896,0,"342761.342763.342793","Iron|LP15677-5|Iron|Iron"
342860,342793,"MEAS","LAB","LP14259-3","Lead",1,0,529,"",40789117,0,"342761.342763.342793","Lead|LP14259-3|Lead|Lead|[rank1]"
342861,342793,"MEAS","LAB","LP15705-4","Lipids",1,0,196858,"",40789215,0,"342761.342763.342793","Lipids|LP15705-4|Lipids|Lipids"
342862,342793,"MEAS","LAB","LP31397-0","Liver function (excluding enzymes)",1,0,442419,"",40776230,0,"342761.342763.342793","Liver function (excluding enzymes)|LP31397-0|Liver function (excluding enzymes)|Liver function (excluding enzymes)"
342863,342793,"MEAS","LAB","LP31413-5","Mineral, bone, joint, connective tissue",1,0,499929,"",40786227,0,"342761.342763.342793","Mineral, bone, joint, connective tissue|LP31413-5|Mineral, bone, joint, connective tissue|Mineral, bone, joint, connective tissue"
342864,342793,"MEAS","LAB","LP15272-5","Osmolality",1,0,14733,"",40792425,0,"342761.342763.342793","Osmolality|LP15272-5|Osmolality|Osmolality|[rank1]"
342865,342793,"MEAS","LAB","LP15838-3","Protein",1,0,457578,"",40779250,0,"342761.342763.342793","Protein|LP15838-3|Protein|Protein"
342866,342793,"MEAS","LAB","LP31415-0","Small molecules",1,0,263581,"",40776232,0,"342761.342763.342793","Small molecules|LP31415-0|Small molecules|Small molecules"
342867,342793,"MEAS","LAB","LP31399-6","Sugars/Sugar metabolism",1,0,539377,"",40779570,0,"342761.342763.342793","Sugars/Sugar metabolism|LP31399-6|Sugars/Sugar metabolism|Sugars/Sugar metabolism"
342868,342793,"MEAS","LAB","LP31395-4","Vitamins",1,0,137113,"",40792777,0,"342761.342763.342793","Vitamins|LP31395-4|Vitamins|Vitamins"
342869,342794,"MEAS","LAB","LP66345-7","Acarboxyprothrombin | Bld-Ser-Plas",1,0,42,"",40794738,0,"342761.342763.342794","Acarboxyprothrombin | Bld-Ser-Plas|LP66345-7|Acarboxyprothrombin || Bld-Ser-Plas|Acarboxyprothrombin || Bld-Ser-Plas|[rank1]"
342870,342794,"MEAS","LAB","LP40278-1","Antiphospholipid syndrome",1,0,2051,"",40789761,0,"342761.342763.342794","Antiphospholipid syndrome|LP40278-1|Antiphospholipid syndrome|Antiphospholipid syndrome|[rank1]"
342871,342794,"MEAS","LAB","LP31623-9","Clotting factors",1,0,3565,"",40779590,0,"342761.342763.342794","Clotting factors|LP31623-9|Clotting factors|Clotting factors|[rank1]"
342872,342794,"MEAS","LAB","LP54227-1","Plasmin Inhibitor | Platelet poor plasma",1,0,2,"",40777814,0,"342761.342763.342794","Plasmin Inhibitor | Platelet poor plasma|LP54227-1|Plasmin Inhibitor || Platelet poor plasma|Plasmin Inhibitor || Platelet poor plasma|[rank1]"
342873,342794,"MEAS","LAB","LP31621-3","Platelet Function",1,0,1087,"",40776243,0,"342761.342763.342794","Platelet Function|LP31621-3|Platelet Function|Platelet Function|[rank1]"
342874,342794,"MEAS","LAB","LP16010-8","Prothrombin",1,0,136,"",40775924,0,"342761.342763.342794","Prothrombin|LP16010-8|Prothrombin|Prothrombin|[rank1]"
342875,342794,"MEAS","LAB","LP16880-4","Reptilase time",1,0,271,"",40776013,0,"342761.342763.342794","Reptilase time|LP16880-4|Reptilase time|Reptilase time|[rank1]"
342876,342794,"MEAS","LAB","LP31624-7","Routine",1,0,206437,"",40772947,0,"342761.342763.342794","Routine|LP31624-7|Routine|Routine|[rank1]"
342877,342794,"MEAS","LAB","LP31622-1","Thrombosis",1,0,12061,"",40786238,0,"342761.342763.342794","Thrombosis|LP31622-1|Thrombosis|Thrombosis|[rank1]"
342878,342795,"MEAS","LAB","LP40224-5","Microscopic observation",1,0,10499,"",40776498,0,"342761.342763.342795","Microscopic observation|LP40224-5|Microscopic observation|Microscopic observation|[rank1]"
342879,342795,"MEAS","LAB","LP19429-7","Specimen source",1,0,2404,"",40782822,0,"342761.342763.342795","Specimen source|LP19429-7|Specimen source|Specimen source|[rank1]"
342880,342796,"MEAS","LAB","LP31450-7","Anti-infection drugs",1,0,47281,"",40792784,0,"342761.342763.342796","Anti-infection drugs|LP31450-7|Anti-infection drugs|Anti-infection drugs|[rank1]"
