"id","parent_id","type","subtype","code","name","is_group","is_selectable","est_count","domain_id","concept_id","has_attribute","path"
23852,23850,"ICD10","ICD10CM","A00.1","Cholera due to Vibrio cholerae 01, biovar eltor",0,1,0,"Condition",35205397,0,""
23853,23850,"ICD10","ICD10CM","A00.9","Cholera, unspecified",0,1,0,"Condition",35205398,0,""
23854,23829,"ICD10","ICD10CM","A01","Typhoid and paratyphoid fevers",1,1,1,"","",0,""
23855,23854,"ICD10","ICD10CM","A01.0","Typhoid fever",1,1,0,"","",0,""
23856,23855,"ICD10","ICD10CM","A01.00","Typhoid fever, unspecified",0,1,0,"Condition",45590789,0,""
23857,23855,"ICD10","ICD10CM","A01.01","Typhoid meningitis",0,1,0,"Condition",45547383,0,""
23858,23855,"ICD10","ICD10CM","A01.02","Typhoid fever with heart involvement",0,1,0,"Condition",45585891,0,""
23859,23855,"ICD10","ICD10CM","A01.03","Typhoid pneumonia",0,1,0,"Condition",45556887,0,""
23860,23855,"ICD10","ICD10CM","A01.04","Typhoid arthritis",0,1,0,"Condition",45542509,0,""
23861,23855,"ICD10","ICD10CM","A01.05","Typhoid osteomyelitis",0,1,0,"Condition",45537709,0,""
23862,23855,"ICD10","ICD10CM","A01.09","Typhoid fever with other complications",0,1,0,"Condition",45571410,0,""
23863,23854,"ICD10","ICD10CM","A01.1","Paratyphoid fever A",0,1,0,"Condition",35205399,0,""
23864,23854,"ICD10","ICD10CM","A01.2","Paratyphoid fever B",0,1,0,"Condition",35205400,0,""
23865,23854,"ICD10","ICD10CM","A01.3","Paratyphoid fever C",0,1,0,"Condition",35205401,0,""
23866,23854,"ICD10","ICD10CM","A01.4","Paratyphoid fever, unspecified",0,1,1,"Condition",35205402,0,""
23867,23829,"ICD10","ICD10CM","A02","Other salmonella infections",1,1,13,"","",0,""
23868,23867,"ICD10","ICD10CM","A02.0","Salmonella enteritis",0,1,8,"Condition",35205403,0,""
23869,23867,"ICD10","ICD10CM","A02.1","Salmonella sepsis",0,1,2,"Condition",35205404,0,""
23870,23867,"ICD10","ICD10CM","A02.2","Localized salmonella infections",1,1,1,"","",0,""
23871,23870,"ICD10","ICD10CM","A02.20","Localized salmonella infection, unspecified",0,1,0,"Condition",45605184,0,""
23872,23870,"ICD10","ICD10CM","A02.21","Salmonella meningitis",0,1,0,"Condition",45576226,0,""
23873,23870,"ICD10","ICD10CM","A02.22","Salmonella pneumonia",0,1,0,"Condition",45532808,0,""
23874,23870,"ICD10","ICD10CM","A02.23","Salmonella arthritis",0,1,0,"Condition",45585892,0,""
23875,23870,"ICD10","ICD10CM","A02.24","Salmonella osteomyelitis",0,1,1,"Condition",45590790,0,""
23876,23870,"ICD10","ICD10CM","A02.25","Salmonella pyelonephritis",0,1,0,"Condition",45552150,0,""
23877,23870,"ICD10","ICD10CM","A02.29","Salmonella with other localized infection",0,1,0,"Condition",45561678,0,""
23878,23867,"ICD10","ICD10CM","A02.8","Other specified salmonella infections",0,1,0,"Condition",35205405,0,""
23879,23867,"ICD10","ICD10CM","A02.9","Salmonella infection, unspecified",0,1,2,"Condition",35205406,0,""
23880,23829,"ICD10","ICD10CM","A03","Shigellosis",1,1,1,"","",0,""
23881,23880,"ICD10","ICD10CM","A03.0","Shigellosis due to Shigella dysenteriae",0,1,0,"Condition",35205407,0,""
23882,23880,"ICD10","ICD10CM","A03.1","Shigellosis due to Shigella flexneri",0,1,0,"Condition",35205408,0,""
23883,23880,"ICD10","ICD10CM","A03.2","Shigellosis due to Shigella boydii",0,1,0,"Condition",35205409,0,""
23884,23880,"ICD10","ICD10CM","A03.3","Shigellosis due to Shigella sonnei",0,1,0,"Condition",35205410,0,""
23885,23880,"ICD10","ICD10CM","A03.8","Other shigellosis",0,1,0,"Condition",35205411,0,""
23886,23880,"ICD10","ICD10CM","A03.9","Shigellosis, unspecified",0,1,1,"Condition",35205412,0,""
23887,23829,"ICD10","ICD10CM","A04","Other bacterial intestinal infections",1,1,505,"","",0,""
23888,23887,"ICD10","ICD10CM","A04.0","Enteropathogenic Escherichia coli infection",0,1,0,"Condition",35205413,0,""
23889,23887,"ICD10","ICD10CM","A04.1","Enterotoxigenic Escherichia coli infection",0,1,1,"Condition",35205414,0,""
23890,23887,"ICD10","ICD10CM","A04.2","Enteroinvasive Escherichia coli infection",0,1,0,"Condition",35205415,0,""
23891,23887,"ICD10","ICD10CM","A04.3","Enterohemorrhagic Escherichia coli infection",0,1,0,"Condition",35205416,0,""
23892,23887,"ICD10","ICD10CM","A04.4","Other intestinal Escherichia coli infections",0,1,7,"Condition",35205417,0,""
23893,23887,"ICD10","ICD10CM","A04.5","Campylobacter enteritis",0,1,2,"Condition",35205418,0,""
23894,23887,"ICD10","ICD10CM","A04.6","Enteritis due to Yersinia enterocolitica",0,1,0,"Condition",35205419,0,""
23895,23887,"ICD10","ICD10CM","A04.7","Enterocolitis due to Clostridium difficile",0,1,397,"Condition",35205420,0,""
23896,23887,"ICD10","ICD10CM","A04.8","Other specified bacterial intestinal infections",0,1,73,"Condition",35205421,0,""
23897,23887,"ICD10","ICD10CM","A04.9","Bacterial intestinal infection, unspecified",0,1,25,"Condition",35205422,0,""
23898,23829,"ICD10","ICD10CM","A05","Other bacterial foodborne intoxications, not elsewhere classified",1,1,8,"","",0,""
23899,23898,"ICD10","ICD10CM","A05.0","Foodborne staphylococcal intoxication",0,1,0,"Condition",35205423,0,""
23900,23898,"ICD10","ICD10CM","A05.1","Botulism food poisoning",0,1,0,"Condition",35205424,0,""
23901,23898,"ICD10","ICD10CM","A05.2","Foodborne Clostridium perfringens [Clostridium welchii] intoxication",0,1,0,"Condition",35205425,0,""
23902,23898,"ICD10","ICD10CM","A05.3","Foodborne Vibrio parahaemolyticus intoxication",0,1,0,"Condition",35205426,0,""
23903,23898,"ICD10","ICD10CM","A05.4","Foodborne Bacillus cereus intoxication",0,1,0,"Condition",35205427,0,""
23904,23898,"ICD10","ICD10CM","A05.5","Foodborne Vibrio vulnificus intoxication",0,1,0,"Condition",45585895,0,""
23905,23898,"ICD10","ICD10CM","A05.8","Other specified bacterial foodborne intoxications",0,1,0,"Condition",35205428,0,""
23906,23898,"ICD10","ICD10CM","A05.9","Bacterial foodborne intoxication, unspecified",0,1,8,"Condition",35205429,0,""
23907,23829,"ICD10","ICD10CM","A06","Amebiasis",1,1,0,"","",0,""
23908,23907,"ICD10","ICD10CM","A06.0","Acute amebic dysentery",0,1,0,"Condition",35205430,0,""
23909,23907,"ICD10","ICD10CM","A06.1","Chronic intestinal amebiasis",0,1,0,"Condition",35205431,0,""
23910,23907,"ICD10","ICD10CM","A06.2","Amebic nondysenteric colitis",0,1,0,"Condition",35205432,0,""
23911,23907,"ICD10","ICD10CM","A06.3","Ameboma of intestine",0,1,0,"Condition",35205433,0,""
23912,23907,"ICD10","ICD10CM","A06.4","Amebic liver abscess",0,1,0,"Condition",35205434,0,""
23913,23907,"ICD10","ICD10CM","A06.5","Amebic lung abscess",0,1,0,"Condition",35205435,0,""
23914,23907,"ICD10","ICD10CM","A06.6","Amebic brain abscess",0,1,0,"Condition",35205436,0,""
23915,23907,"ICD10","ICD10CM","A06.7","Cutaneous amebiasis",0,1,0,"Condition",35205437,0,""
23916,23907,"ICD10","ICD10CM","A06.8","Amebic infection of other sites",1,1,0,"","",0,""
23917,23916,"ICD10","ICD10CM","A06.81","Amebic cystitis",0,1,0,"Condition",45566489,0,""
23918,23916,"ICD10","ICD10CM","A06.82","Other amebic genitourinary infections",0,1,0,"Condition",45605187,0,""
23919,23916,"ICD10","ICD10CM","A06.89","Other amebic infections",0,1,0,"Condition",45585896,0,""
23920,23907,"ICD10","ICD10CM","A06.9","Amebiasis, unspecified",0,1,0,"Condition",35205438,0,""
23921,23829,"ICD10","ICD10CM","A07","Other protozoal intestinal diseases",1,1,11,"","",0,""
23922,23921,"ICD10","ICD10CM","A07.0","Balantidiasis",0,1,0,"Condition",35205439,0,""
23923,23921,"ICD10","ICD10CM","A07.1","Giardiasis [lambliasis]",0,1,2,"Condition",35205440,0,""
23924,23921,"ICD10","ICD10CM","A07.2","Cryptosporidiosis",0,1,5,"Condition",35205441,0,""
23925,23921,"ICD10","ICD10CM","A07.3","Isosporiasis",0,1,2,"Condition",35205442,0,""
23926,23921,"ICD10","ICD10CM","A07.4","Cyclosporiasis",0,1,0,"Condition",45581100,0,""
23927,23921,"ICD10","ICD10CM","A07.8","Other specified protozoal intestinal diseases",0,1,1,"Condition",35205443,0,""
23928,23921,"ICD10","ICD10CM","A07.9","Protozoal intestinal disease, unspecified",0,1,1,"Condition",35205444,0,""
23929,23829,"ICD10","ICD10CM","A08","Viral and other specified intestinal infections",1,1,458,"","",0,""
23930,23929,"ICD10","ICD10CM","A08.0","Rotaviral enteritis",0,1,1,"Condition",35205445,0,""
23931,23929,"ICD10","ICD10CM","A08.1","Acute gastroenteropathy due to Norwalk agent and other small round viruses",1,1,8,"","",0,""
23932,23931,"ICD10","ICD10CM","A08.11","Acute gastroenteropathy due to Norwalk agent",0,1,8,"Condition",45581101,0,""
23933,23931,"ICD10","ICD10CM","A08.19","Acute gastroenteropathy due to other small round viruses",0,1,0,"Condition",45576229,0,""
23934,23929,"ICD10","ICD10CM","A08.2","Adenoviral enteritis",0,1,2,"Condition",35205447,0,""
23935,23929,"ICD10","ICD10CM","A08.3","Other viral enteritis",1,1,54,"","",0,""
23936,23935,"ICD10","ICD10CM","A08.31","Calicivirus enteritis",0,1,0,"Condition",45600397,0,""
23937,23935,"ICD10","ICD10CM","A08.32","Astrovirus enteritis",0,1,0,"Condition",45561682,0,""
23938,23935,"ICD10","ICD10CM","A08.39","Other viral enteritis",0,1,54,"Condition",45571414,0,""
23939,23929,"ICD10","ICD10CM","A08.4","Viral intestinal infection, unspecified",0,1,325,"Condition",35205449,0,""
23940,23929,"ICD10","ICD10CM","A08.8","Other specified intestinal infections",0,1,68,"Condition",45556890,0,""
23941,23829,"ICD10","ICD10CM","A09","Infectious gastroenteritis and colitis, unspecified",0,1,654,"Condition",35205450,0,""
23942,23829,"ICD10","ICD10CM","A15","Respiratory tuberculosis",1,1,63,"","",0,""
23943,23942,"ICD10","ICD10CM","A15.0","Tuberculosis of lung",0,1,26,"Condition",35205451,0,""
23944,23942,"ICD10","ICD10CM","A15.4","Tuberculosis of intrathoracic lymph nodes",0,1,1,"Condition",35205452,0,""
23945,23942,"ICD10","ICD10CM","A15.5","Tuberculosis of larynx, trachea and bronchus",0,1,0,"Condition",35205453,0,""
23946,23942,"ICD10","ICD10CM","A15.6","Tuberculous pleurisy",0,1,0,"Condition",35205454,0,""
23947,23942,"ICD10","ICD10CM","A15.7","Primary respiratory tuberculosis",0,1,3,"Condition",35205455,0,""
23948,23942,"ICD10","ICD10CM","A15.8","Other respiratory tuberculosis",0,1,6,"Condition",35205456,0,""
23949,23942,"ICD10","ICD10CM","A15.9","Respiratory tuberculosis unspecified",0,1,27,"Condition",35205457,0,""
23950,23829,"ICD10","ICD10CM","A17","Tuberculosis of nervous system",1,1,6,"","",0,""
23951,23950,"ICD10","ICD10CM","A17.0","Tuberculous meningitis",0,1,2,"Condition",35205458,0,""
23952,23950,"ICD10","ICD10CM","A17.1","Meningeal tuberculoma",0,1,0,"Condition",35205459,0,""
23953,23950,"ICD10","ICD10CM","A17.8","Other tuberculosis of nervous system",1,1,3,"","",0,""
23954,23953,"ICD10","ICD10CM","A17.81","Tuberculoma of brain and spinal cord",0,1,3,"Condition",45547394,0,""
23955,23953,"ICD10","ICD10CM","A17.82","Tuberculous meningoencephalitis",0,1,0,"Condition",45605193,0,""
23956,23953,"ICD10","ICD10CM","A17.83","Tuberculous neuritis",0,1,0,"Condition",45542516,0,""
23957,23953,"ICD10","ICD10CM","A17.89","Other tuberculosis of nervous system",0,1,0,"Condition",45566493,0,""
23958,23950,"ICD10","ICD10CM","A17.9","Tuberculosis of nervous system, unspecified",0,1,1,"Condition",35205460,0,""
23959,23829,"ICD10","ICD10CM","A18","Tuberculosis of other organs",1,1,27,"","",0,""
23960,23959,"ICD10","ICD10CM","A18.0","Tuberculosis of bones and joints",1,1,13,"","",0,""
23961,23960,"ICD10","ICD10CM","A18.01","Tuberculosis of spine",0,1,11,"Condition",45595576,0,""
23962,23960,"ICD10","ICD10CM","A18.02","Tuberculous arthritis of other joints",0,1,2,"Condition",45595577,0,""
23963,23960,"ICD10","ICD10CM","A18.03","Tuberculosis of other bones",0,1,0,"Condition",45585901,0,""
23964,23960,"ICD10","ICD10CM","A18.09","Other musculoskeletal tuberculosis",0,1,0,"Condition",45585902,0,""
23965,23959,"ICD10","ICD10CM","A18.1","Tuberculosis of genitourinary system",1,1,0,"","",0,""
23966,23965,"ICD10","ICD10CM","A18.10","Tuberculosis of genitourinary system, unspecified",0,1,0,"Condition",45537714,0,""
23967,23965,"ICD10","ICD10CM","A18.11","Tuberculosis of kidney and ureter",0,1,0,"Condition",45600400,0,""
23968,23965,"ICD10","ICD10CM","A18.12","Tuberculosis of bladder",0,1,0,"Condition",45552157,0,""
23969,23965,"ICD10","ICD10CM","A18.13","Tuberculosis of other urinary organs",0,1,0,"Condition",45552158,0,""
23970,23965,"ICD10","ICD10CM","A18.14","Tuberculosis of prostate",0,1,0,"Condition",45552159,0,""
23971,23965,"ICD10","ICD10CM","A18.15","Tuberculosis of other male genital organs",0,1,0,"Condition",45605195,0,""
23972,23965,"ICD10","ICD10CM","A18.16","Tuberculosis of cervix",0,1,0,"Condition",45581102,0,""
23973,23965,"ICD10","ICD10CM","A18.17","Tuberculous female pelvic inflammatory disease",0,1,0,"Condition",45571417,0,""
23974,23965,"ICD10","ICD10CM","A18.18","Tuberculosis of other female genital organs",0,1,0,"Condition",45600401,0,""
23975,23959,"ICD10","ICD10CM","A18.2","Tuberculous peripheral lymphadenopathy",0,1,4,"Condition",35205461,0,""
23976,23959,"ICD10","ICD10CM","A18.3","Tuberculosis of intestines, peritoneum and mesenteric glands",1,1,2,"","",0,""
23977,23976,"ICD10","ICD10CM","A18.31","Tuberculous peritonitis",0,1,0,"Condition",45552160,0,""
23978,23976,"ICD10","ICD10CM","A18.32","Tuberculous enteritis",0,1,1,"Condition",45595578,0,""
23979,23976,"ICD10","ICD10CM","A18.39","Retroperitoneal tuberculosis",0,1,1,"Condition",45571418,0,""
23980,23959,"ICD10","ICD10CM","A18.4","Tuberculosis of skin and subcutaneous tissue",0,1,1,"Condition",35205462,0,""
23981,23959,"ICD10","ICD10CM","A18.5","Tuberculosis of eye",1,1,1,"","",0,""
23982,23981,"ICD10","ICD10CM","A18.50","Tuberculosis of eye, unspecified",0,1,0,"Condition",45595579,0,""
23983,23981,"ICD10","ICD10CM","A18.51","Tuberculous episcleritis",0,1,0,"Condition",45561686,0,""
23984,23981,"ICD10","ICD10CM","A18.52","Tuberculous keratitis",0,1,0,"Condition",45561687,0,""
23985,23981,"ICD10","ICD10CM","A18.53","Tuberculous chorioretinitis",0,1,0,"Condition",45581103,0,""
23986,23981,"ICD10","ICD10CM","A18.54","Tuberculous iridocyclitis",0,1,0,"Condition",45585903,0,""
23987,23981,"ICD10","ICD10CM","A18.59","Other tuberculosis of eye",0,1,1,"Condition",45547396,0,""
23988,23959,"ICD10","ICD10CM","A18.6","Tuberculosis of (inner) (middle) ear",0,1,1,"Condition",35205463,0,""
23989,23959,"ICD10","ICD10CM","A18.7","Tuberculosis of adrenal glands",0,1,0,"Condition",35205464,0,""
23990,23959,"ICD10","ICD10CM","A18.8","Tuberculosis of other specified organs",1,1,5,"","",0,""
23991,23990,"ICD10","ICD10CM","A18.81","Tuberculosis of thyroid gland",0,1,0,"Condition",45561688,0,""
23992,23990,"ICD10","ICD10CM","A18.82","Tuberculosis of other endocrine glands",0,1,0,"Condition",45532819,0,""
23993,23990,"ICD10","ICD10CM","A18.83","Tuberculosis of digestive tract organs, not elsewhere classified",0,1,1,"Condition",45542517,0,""
23994,23990,"ICD10","ICD10CM","A18.84","Tuberculosis of heart",0,1,0,"Condition",45581104,0,""
23995,23990,"ICD10","ICD10CM","A18.85","Tuberculosis of spleen",0,1,0,"Condition",45561689,0,""
23996,23990,"ICD10","ICD10CM","A18.89","Tuberculosis of other sites",0,1,4,"Condition",45542518,0,""
23997,23829,"ICD10","ICD10CM","A19","Miliary tuberculosis",1,1,2,"","",0,""
23998,23997,"ICD10","ICD10CM","A19.0","Acute miliary tuberculosis of a single specified site",0,1,0,"Condition",35205465,0,""
23999,23997,"ICD10","ICD10CM","A19.1","Acute miliary tuberculosis of multiple sites",0,1,1,"Condition",35205466,0,""
24000,23997,"ICD10","ICD10CM","A19.2","Acute miliary tuberculosis, unspecified",0,1,0,"Condition",35205467,0,""
24001,23997,"ICD10","ICD10CM","A19.8","Other miliary tuberculosis",0,1,0,"Condition",35205468,0,""
24002,23997,"ICD10","ICD10CM","A19.9","Miliary tuberculosis, unspecified",0,1,1,"Condition",35205469,0,""
24003,23829,"ICD10","ICD10CM","A20","Plague",1,1,4,"","",0,""
24004,24003,"ICD10","ICD10CM","A20.0","Bubonic plague",0,1,2,"Condition",35205470,0,""
24005,24003,"ICD10","ICD10CM","A20.1","Cellulocutaneous plague",0,1,0,"Condition",35205471,0,""
24006,24003,"ICD10","ICD10CM","A20.2","Pneumonic plague",0,1,0,"Condition",35205472,0,""
24007,24003,"ICD10","ICD10CM","A20.3","Plague meningitis",0,1,0,"Condition",35205473,0,""
24008,24003,"ICD10","ICD10CM","A20.7","Septicemic plague",0,1,0,"Condition",35205474,0,""
24009,24003,"ICD10","ICD10CM","A20.8","Other forms of plague",0,1,1,"Condition",35205475,0,""
24010,24003,"ICD10","ICD10CM","A20.9","Plague, unspecified",0,1,1,"Condition",35205476,0,""
24011,23829,"ICD10","ICD10CM","A21","Tularemia",1,1,1,"","",0,""
24012,24011,"ICD10","ICD10CM","A21.0","Ulceroglandular tularemia",0,1,0,"Condition",35205477,0,""
24013,24011,"ICD10","ICD10CM","A21.1","Oculoglandular tularemia",0,1,0,"Condition",35205478,0,""
24014,24011,"ICD10","ICD10CM","A21.2","Pulmonary tularemia",0,1,0,"Condition",35205479,0,""
24015,24011,"ICD10","ICD10CM","A21.3","Gastrointestinal tularemia",0,1,0,"Condition",35205480,0,""
24016,24011,"ICD10","ICD10CM","A21.7","Generalized tularemia",0,1,0,"Condition",35205481,0,""
24017,24011,"ICD10","ICD10CM","A21.8","Other forms of tularemia",0,1,0,"Condition",35205482,0,""
24018,24011,"ICD10","ICD10CM","A21.9","Tularemia, unspecified",0,1,1,"Condition",35205483,0,""
24019,23829,"ICD10","ICD10CM","A22","Anthrax",1,1,1,"","",0,""
24020,24019,"ICD10","ICD10CM","A22.0","Cutaneous anthrax",0,1,0,"Condition",35205484,0,""
24021,24019,"ICD10","ICD10CM","A22.1","Pulmonary anthrax",0,1,0,"Condition",35205485,0,""
24022,24019,"ICD10","ICD10CM","A22.2","Gastrointestinal anthrax",0,1,0,"Condition",35205486,0,""
24023,24019,"ICD10","ICD10CM","A22.7","Anthrax sepsis",0,1,1,"Condition",35205487,0,""
24024,24019,"ICD10","ICD10CM","A22.8","Other forms of anthrax",0,1,0,"Condition",35205488,0,""
24025,24019,"ICD10","ICD10CM","A22.9","Anthrax, unspecified",0,1,0,"Condition",35205489,0,""
24026,23829,"ICD10","ICD10CM","A23","Brucellosis",1,1,0,"","",0,""
24027,24026,"ICD10","ICD10CM","A23.0","Brucellosis due to Brucella melitensis",0,1,0,"Condition",35205490,0,""
24028,24026,"ICD10","ICD10CM","A23.1","Brucellosis due to Brucella abortus",0,1,0,"Condition",35205491,0,""
24029,24026,"ICD10","ICD10CM","A23.2","Brucellosis due to Brucella suis",0,1,0,"Condition",35205492,0,""
24030,24026,"ICD10","ICD10CM","A23.3","Brucellosis due to Brucella canis",0,1,0,"Condition",35205493,0,""
24031,24026,"ICD10","ICD10CM","A23.8","Other brucellosis",0,1,0,"Condition",35205494,0,""
24032,24026,"ICD10","ICD10CM","A23.9","Brucellosis, unspecified",0,1,0,"Condition",35205495,0,""
24033,23829,"ICD10","ICD10CM","A24","Glanders and melioidosis",1,1,5,"","",0,""
24034,24033,"ICD10","ICD10CM","A24.0","Glanders",0,1,0,"Condition",35205496,0,""
24035,24033,"ICD10","ICD10CM","A24.1","Acute and fulminating melioidosis",0,1,0,"Condition",35205497,0,""
24036,24033,"ICD10","ICD10CM","A24.2","Subacute and chronic melioidosis",0,1,0,"Condition",35205498,0,""
24037,24033,"ICD10","ICD10CM","A24.3","Other melioidosis",0,1,0,"Condition",35205499,0,""
24038,24033,"ICD10","ICD10CM","A24.9","Melioidosis, unspecified",0,1,5,"Condition",45581108,0,""
24039,23829,"ICD10","ICD10CM","A25","Rat-bite fevers",1,1,1,"","",0,""
24040,24039,"ICD10","ICD10CM","A25.0","Spirillosis",0,1,0,"Condition",35205500,0,""
24041,24039,"ICD10","ICD10CM","A25.1","Streptobacillosis",0,1,1,"Condition",35205501,0,""
24042,24039,"ICD10","ICD10CM","A25.9","Rat-bite fever, unspecified",0,1,0,"Condition",35205502,0,""
24043,23829,"ICD10","ICD10CM","A26","Erysipeloid",1,1,0,"","",0,""
24044,24043,"ICD10","ICD10CM","A26.0","Cutaneous erysipeloid",0,1,0,"Condition",35205503,0,""
24045,24043,"ICD10","ICD10CM","A26.7","Erysipelothrix sepsis",0,1,0,"Condition",35205504,0,""
24046,24043,"ICD10","ICD10CM","A26.8","Other forms of erysipeloid",0,1,0,"Condition",35205505,0,""
24047,24043,"ICD10","ICD10CM","A26.9","Erysipeloid, unspecified",0,1,0,"Condition",35205506,0,""
24048,23829,"ICD10","ICD10CM","A27","Leptospirosis",1,1,1,"","",0,""
24049,24048,"ICD10","ICD10CM","A27.0","Leptospirosis icterohemorrhagica",0,1,0,"Condition",35205507,0,""
24050,24048,"ICD10","ICD10CM","A27.8","Other forms of leptospirosis",1,1,0,"","",0,""
24051,24050,"ICD10","ICD10CM","A27.81","Aseptic meningitis in leptospirosis",0,1,0,"Condition",45532826,0,""
24052,24050,"ICD10","ICD10CM","A27.89","Other forms of leptospirosis",0,1,0,"Condition",45552167,0,""
24053,24048,"ICD10","ICD10CM","A27.9","Leptospirosis, unspecified",0,1,1,"Condition",35205508,0,""
24054,23829,"ICD10","ICD10CM","A28","Other zoonotic bacterial diseases, not elsewhere classified",1,1,5,"","",0,""
24055,24054,"ICD10","ICD10CM","A28.0","Pasteurellosis",0,1,1,"Condition",35205509,0,""
24056,24054,"ICD10","ICD10CM","A28.1","Cat-scratch disease",0,1,3,"Condition",35205510,0,""
24057,24054,"ICD10","ICD10CM","A28.2","Extraintestinal yersiniosis",0,1,0,"Condition",35205511,0,""
24058,24054,"ICD10","ICD10CM","A28.8","Other specified zoonotic bacterial diseases, not elsewhere classified",0,1,1,"Condition",35205512,0,""
24059,24054,"ICD10","ICD10CM","A28.9","Zoonotic bacterial disease, unspecified",0,1,0,"Condition",35205513,0,""
24060,23829,"ICD10","ICD10CM","A30","Leprosy [Hansen's disease]",1,1,1,"","",0,""
24061,24060,"ICD10","ICD10CM","A30.0","Indeterminate leprosy",0,1,0,"Condition",35205514,0,""
24062,24060,"ICD10","ICD10CM","A30.1","Tuberculoid leprosy",0,1,0,"Condition",35205515,0,""
24063,24060,"ICD10","ICD10CM","A30.2","Borderline tuberculoid leprosy",0,1,0,"Condition",35205516,0,""
24064,24060,"ICD10","ICD10CM","A30.3","Borderline leprosy",0,1,0,"Condition",35205517,0,""
24065,24060,"ICD10","ICD10CM","A30.4","Borderline lepromatous leprosy",0,1,1,"Condition",35205518,0,""
24066,24060,"ICD10","ICD10CM","A30.5","Lepromatous leprosy",0,1,0,"Condition",35205519,0,""
24067,24060,"ICD10","ICD10CM","A30.8","Other forms of leprosy",0,1,0,"Condition",35205520,0,""
24068,24060,"ICD10","ICD10CM","A30.9","Leprosy, unspecified",0,1,0,"Condition",35205521,0,""
24069,23829,"ICD10","ICD10CM","A31","Infection due to other mycobacteria",1,1,247,"","",0,""
24070,24069,"ICD10","ICD10CM","A31.0","Pulmonary mycobacterial infection",0,1,148,"Condition",35205522,0,""
24071,24069,"ICD10","ICD10CM","A31.1","Cutaneous mycobacterial infection",0,1,16,"Condition",35205523,0,""
24072,24069,"ICD10","ICD10CM","A31.2","Disseminated mycobacterium avium-intracellulare complex (DMAC)",0,1,15,"Condition",45552173,0,""
24073,24069,"ICD10","ICD10CM","A31.8","Other mycobacterial infections",0,1,20,"Condition",35205524,0,""
24074,24069,"ICD10","ICD10CM","A31.9","Mycobacterial infection, unspecified",0,1,48,"Condition",35205525,0,""
24075,23829,"ICD10","ICD10CM","A32","Listeriosis",1,1,1,"","",0,""
24076,24075,"ICD10","ICD10CM","A32.0","Cutaneous listeriosis",0,1,0,"Condition",35205526,0,""
