id,parent_id,type,subtype,code,name,is_group,is_selectable,est_count,concept_id,domain_id
316424,0,PHECODE,,279.7,Other immunological findings,0,1,0,,
316425,0,PHECODE,,280,Iron deficiency anemias,1,1,0,,
316426,0,PHECODE,,281,Other deficiency anemia,1,1,0,,
316427,0,PHECODE,,282,Hereditary hemolytic anemias,1,1,0,,
316428,0,PHECODE,,283,Acquired hemolytic anemias,1,1,0,,
316429,0,PHECODE,,284,Aplastic anemia,1,1,0,,
316430,0,PHECODE,,285,Other anemias,1,1,0,,
316431,0,PHECODE,,285.8,Hemoglobinuria,0,1,0,,
316432,0,PHECODE,,286,Coagulation defects,1,1,0,,
316433,0,PHECODE,,286.2,Encounter for long-term (current) use of anticoagulants,0,1,0,,
316434,0,PHECODE,,286.3,Coagulation defects complicating pregnancy or postpartum,0,1,0,,
316435,0,PHECODE,,287,Purpura and other hemorrhagic conditions,1,1,0,,
316436,0,PHECODE,,287.1,Spontaneous ecchymoses,0,1,0,,
316437,0,PHECODE,,288,Diseases of white blood cells,1,1,0,,
316438,0,PHECODE,,288.1,Decreased white blood cell count,1,1,0,,
316439,0,PHECODE,,289,Other diseases of blood and blood-forming organs,1,1,0,,
316440,0,PHECODE,,289.4,Lymphadenitis,0,1,0,,
316441,0,PHECODE,,289.5,Diseases of spleen,0,1,0,,
316442,0,PHECODE,,290,Delirium dementia and amnestic and other cognitive disorders,1,1,0,,
316443,0,PHECODE,,290.3,Other persistent mental disorders due to conditions classified elsewhere,0,1,0,,
316444,0,PHECODE,,291,Other specified nonpsychotic and/or transient mental disorders,1,1,0,,
316445,0,PHECODE,,292,Neurological disorders,1,1,0,,
316446,0,PHECODE,,293,Symptoms involving head and neck,0,1,0,,
316447,0,PHECODE,,293.1,"Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]",0,1,0,,
316448,0,PHECODE,,295,Schizophrenia and other psychotic disorders,1,1,0,,
316449,0,PHECODE,,296,Mood disorders,1,1,0,,
316450,0,PHECODE,,297,Suicidal ideation or attempt,1,1,0,,
316451,0,PHECODE,,300,Anxiety disorders,1,1,0,,
316452,0,PHECODE,,301,Personality disorders,1,1,0,,
316453,0,PHECODE,,302,Sexual and gender identity disorders,1,1,0,,
316454,0,PHECODE,,303,Psychogenic and somatoform disorders,1,1,0,,
316455,0,PHECODE,,303.1,Dissociative disorder,0,1,0,,
316456,0,PHECODE,,304,Adjustment reaction,0,1,0,,
316457,0,PHECODE,,305.2,Eating disorder,1,1,0,,
316458,0,PHECODE,,306,Other mental disorder,1,1,0,,
316459,0,PHECODE,,306.1,Mental disorders durring/after pregnancy,0,1,0,,
316460,0,PHECODE,,312,Conduct disorders,1,1,0,,
316461,0,PHECODE,,313,Pervasive developmental disorders,1,1,0,,
316462,0,PHECODE,,315,Develomental delays and disorders,1,1,0,,
316463,0,PHECODE,,315.1,Learning disorder,0,1,0,,
316464,0,PHECODE,,316,Substance addiction and disorders,1,1,0,,
316465,0,PHECODE,,317,Alcohol-related disorders,1,1,0,,
316466,0,PHECODE,,318,Tobacco use disorder,0,1,0,,
316467,0,PHECODE,,320,Meningitis,0,1,0,,
316468,0,PHECODE,,323,Encephalitis,1,1,0,,
316469,0,PHECODE,,324,Other CNS infection and poliomyelitis,1,1,0,,
316470,0,PHECODE,,325,Phlebitis and thrombophlebitis of intracranial venous sinuses,0,1,0,,
316471,0,PHECODE,,327,Sleep disorders,1,1,0,,
316472,0,PHECODE,,327.3,Sleep apnea,1,1,0,,
316473,0,PHECODE,,331,Other cerebral degenerations,1,1,0,,
316474,0,PHECODE,,332,Parkinson's disease,0,1,0,,
316475,0,PHECODE,,333,Extrapyramidal disease and abnormal movement disorders,1,1,0,,
316476,0,PHECODE,,334,Degenerative disease of the spinal cord,1,1,0,,
316477,0,PHECODE,,335,Multiple sclerosis,0,1,0,,
316478,0,PHECODE,,337,Disorders of the autonomic nervous system,1,1,0,,
316479,0,PHECODE,,338,Pain,1,1,0,,
316480,0,PHECODE,,339,Other headache syndromes,0,1,0,,
316481,0,PHECODE,,340,Migraine,1,1,0,,
316482,0,PHECODE,,341,Other demyelinating diseases of central nervous system,0,1,0,,
316483,0,PHECODE,,342,Hemiplegia,0,1,0,,
316484,0,PHECODE,,343,Infantile cerebral palsy,0,1,0,,
316485,0,PHECODE,,344,Other paralytic syndromes,0,1,0,,
316486,0,PHECODE,,345,"Epilepsy, recurrent seizures, convulsions",1,1,0,,
316487,0,PHECODE,,346,Abnormal findings on study of brain and/or nervous system,1,1,0,,
316488,0,PHECODE,,346.1,Nonspecific abnormal findings on radiological and other examination of skull and head,0,1,0,,
316489,0,PHECODE,,346.3,Nonspecific abnormal findings in cerebrospinal fluid,0,1,0,,
316490,0,PHECODE,,347,Cataplexy and narcolepsy,0,1,0,,
316491,0,PHECODE,,348,Other conditions of brain,1,1,0,,
316492,0,PHECODE,,348.7,Coma,0,1,0,,
316493,0,PHECODE,,348.9,"Other conditions of brain, NOS",0,1,0,,
316494,0,PHECODE,,349,Other and unspecified disorders of the nervous system,0,1,0,,
316495,0,PHECODE,,350,Abnormal movement,1,1,0,,
316496,0,PHECODE,,350.6,Disturbances of sensation of smell and taste,0,1,0,,
316497,0,PHECODE,,351,Other peripheral nerve disorders,0,1,0,,
316498,0,PHECODE,,352,Disorders of other cranial nerves,1,1,0,,
316499,0,PHECODE,,353,Nerve root and plexus disorders,1,1,0,,
316500,0,PHECODE,,355,Complex regional/central pain syndrome,0,1,0,,
316501,0,PHECODE,,355.1,Chronic pain syndrome,0,1,0,,
316502,0,PHECODE,,356,Hereditary and idiopathic peripheral neuropathy,0,1,0,,
316503,0,PHECODE,,357,Inflammatory and toxic neuropathy,0,1,0,,
316504,0,PHECODE,,358,Myoneural disorders,1,1,0,,
316505,0,PHECODE,,359,Muscular dystrophies and other myopathies,1,1,0,,
316506,0,PHECODE,,360,Disorders of the globe,1,1,0,,
316507,0,PHECODE,,361,Retinal detachments and defects,1,1,0,,
316508,0,PHECODE,,362,Other retinal disorders,1,1,0,,
316509,0,PHECODE,,363,"Chorioretinal inflammations, scars, and other disorders of choroid",1,1,0,,
316510,0,PHECODE,,364,Corneal opacity and other disorders of cornea,1,1,0,,
316511,0,PHECODE,,364.1,Corneal opacity,0,1,0,,
316512,0,PHECODE,,365,Glaucoma,1,1,0,,
316513,0,PHECODE,,366,Cataract,1,1,0,,
316514,0,PHECODE,,367,Disorders of refraction and accommodation; blindness and low vision,1,1,0,,
316515,0,PHECODE,,368,Visual disturbances,1,1,0,,
316516,0,PHECODE,,368.4,Visual field defects,0,1,0,,
316517,0,PHECODE,,368.5,Color vision deficiencies,0,1,0,,
316518,0,PHECODE,,369,Infection of the eye,1,1,0,,
316519,0,PHECODE,,370,Keratitis,1,1,0,,
316520,0,PHECODE,,371,Inflammation of the eye,1,1,0,,
316521,0,PHECODE,,372,Disorders of conjunctiva,0,1,0,,
316522,0,PHECODE,,374,Other disorders of eyelids,1,1,0,,
316523,0,PHECODE,,375,Disorders of lacrimal system,1,1,0,,
316524,0,PHECODE,,375.1,Dry eyes,0,1,0,,
316525,0,PHECODE,,376,Disorders of the orbit,0,1,0,,
316526,0,PHECODE,,377,Disorders of optic nerve and visual pathways,1,1,0,,
316527,0,PHECODE,,378,Strabismus and other disorders of binocular eye movements,1,1,0,,
316528,0,PHECODE,,379,Other disorders of eye,1,1,0,,
316529,0,PHECODE,,379.9,"Pain, swelling or discharge of eye",0,1,0,,
316530,0,PHECODE,,380,Disorders of external ear,0,1,0,,
316531,0,PHECODE,,380.1,Otitis externa,0,1,0,,
316532,0,PHECODE,,380.4,Impacted cerumen,0,1,0,,
316533,0,PHECODE,,381,Otitis media and Eustachian tube disorders,1,1,0,,
316534,0,PHECODE,,382,Otalgia,0,1,0,,
316535,0,PHECODE,,383,Otosclerosis,0,1,0,,
316536,0,PHECODE,,384,Other disorders of tympanic membrane,1,1,0,,
316537,0,PHECODE,,385,Other disorders of middle ear and mastoid,1,1,0,,
316538,0,PHECODE,,386,Vertiginous syndromes and other disorders of vestibular system,1,1,0,,
316539,0,PHECODE,,386.9,Dizziness and giddiness (Light-headedness and vertigo),0,1,0,,
316540,0,PHECODE,,388,Other disorders of ear,0,1,0,,
316541,0,PHECODE,,389,Hearing loss,1,1,0,,
316542,0,PHECODE,,394,Rheumatic disease of the heart valves,1,1,0,,
316543,0,PHECODE,,395,Heart valve disorders,1,1,0,,
316544,0,PHECODE,,396,Abnormal heart sounds,0,1,0,,
316545,0,PHECODE,,401,Hypertension,1,1,0,,
316546,0,PHECODE,,402,Elevated blood pressure reading without diagnosis of hypertension,0,1,0,,
316547,0,PHECODE,,411,Ischemic Heart Disease,1,1,0,,
316548,0,PHECODE,,414,Other forms of chronic heart disease,1,1,0,,
316549,0,PHECODE,,415,Pulmonary heart disease,1,1,0,,
316550,0,PHECODE,,416,Cardiomegaly,0,1,0,,
316551,0,PHECODE,,418,Nonspecific chest pain,0,1,0,,
316552,0,PHECODE,,418.1,Precordial pain,0,1,0,,
316553,0,PHECODE,,420,Carditis,1,1,0,,
316554,0,PHECODE,,425,Cardiomyopathy,1,1,0,,
316555,0,PHECODE,,426,Cardiac conduction disorders,1,1,0,,
316556,0,PHECODE,,427,Cardiac dysrhythmias,1,1,0,,
316557,0,PHECODE,,428,Congestive heart failure; nonhypertensive,1,1,0,,
316558,0,PHECODE,,429,Ill-defined descriptions and complications of heart disease,1,1,0,,
316559,0,PHECODE,,429.1,Heart transplant/surgery,0,1,0,,
316560,0,PHECODE,,430,Intracranial hemorrhage,1,1,0,,
316561,0,PHECODE,,433,Cerebrovascular disease,1,1,0,,
316562,0,PHECODE,,440,Atherosclerosis,1,1,0,,
316563,0,PHECODE,,441,Vascular insufficiency of intestine,1,1,0,,
316564,0,PHECODE,,442,Other aneurysm,1,1,0,,
316565,0,PHECODE,,443,Peripheral vascular disease,1,1,0,,
316566,0,PHECODE,,444,Arterial embolism and thrombosis,1,1,0,,
316567,0,PHECODE,,446,Polyarteritis nodosa and allied conditions,1,1,0,,
316568,0,PHECODE,,447,Other disorders of arteries and arterioles,1,1,0,,
316569,0,PHECODE,,448,Disease of capillaries,0,1,0,,
316570,0,PHECODE,,450,Noninfectious disorders of lymphatic channels,0,1,0,,
316571,0,PHECODE,,451,Phlebitis and thrombophlebitis,1,1,0,,
316572,0,PHECODE,,452,Other venous embolism and thrombosis,1,1,0,,
316573,0,PHECODE,,452.1,Iatrogenic pulmonary embolism and infarction,0,1,0,,
316574,0,PHECODE,,453,Chronic venous hypertension,0,1,0,,
316575,0,PHECODE,,454,Varicose veins,1,1,0,,
316576,0,PHECODE,,455,Hemorrhoids,0,1,0,,
316577,0,PHECODE,,456,Chronic venous insufficiency [CVI],0,1,0,,
316578,0,PHECODE,,457,"Encounter for long-term (current) use of anticoagulants, antithrombotics, aspirin",1,1,0,,
316579,0,PHECODE,,458,Hypotension,1,1,0,,
316580,0,PHECODE,,459,Other disorders of circulatory system,1,1,0,,
316581,0,PHECODE,,464,Acute sinusitis,0,1,0,,
316582,0,PHECODE,,465,Acute upper respiratory infections of multiple or unspecified sites,1,1,0,,
316583,0,PHECODE,,470,Septal Deviations/Turbinate Hypertrophy,0,1,0,,
316584,0,PHECODE,,471,Nasal polyps,0,1,0,,
316585,0,PHECODE,,472,Chronic pharyngitis and nasopharyngitis,0,1,0,,
316586,0,PHECODE,,473,Diseases of the larynx and vocal cords,1,1,0,,
316587,0,PHECODE,,474,Acute and chronic tonsillitis,1,1,0,,
316588,0,PHECODE,,475,Chronic sinusitis,1,1,0,,
316589,0,PHECODE,,476,Allergic rhinitis,0,1,0,,
316590,0,PHECODE,,477,Epistaxis or throat hemorrhage,0,1,0,,
316591,0,PHECODE,,478,Throat pain,0,1,0,,
316592,0,PHECODE,,479,Other upper respiratory disease,0,1,0,,
316593,0,PHECODE,,480,Pneumonia,1,1,0,,
316594,0,PHECODE,,481,Influenza,0,1,0,,
316595,0,PHECODE,,483,Acute bronchitis and bronchiolitis,0,1,0,,
316596,0,PHECODE,,495,Asthma,1,1,0,,
316597,0,PHECODE,,496,Chronic airway obstruction,1,1,0,,
316598,0,PHECODE,,497,Bronchitis,0,1,0,,
316599,0,PHECODE,,498,Acute bronchospasm,0,1,0,,
316600,0,PHECODE,,499,Cystic fibrosis,0,1,0,,
316601,0,PHECODE,,500,Lung disease due to external agents,1,1,0,,
316602,0,PHECODE,,501,Pneumonitis due to inhalation of food or vomitus,0,1,0,,
316603,0,PHECODE,,502,Postinflammatory pulmonary fibrosis,0,1,0,,
316604,0,PHECODE,,503,Pulmonary congestion and hypostasis,0,1,0,,
316605,0,PHECODE,,504,Other alveolar and parietoalveolar pneumonopathy,1,1,0,,
316606,0,PHECODE,,505,Other pulmonary inflamation or edema,0,1,0,,
316607,0,PHECODE,,506,Empyema and pneumothorax,0,1,0,,
316608,0,PHECODE,,507,Pleurisy; pleural effusion,0,1,0,,
316609,0,PHECODE,,508,Pulmonary collapse; interstitial and compensatory emphysema,0,1,0,,
316610,0,PHECODE,,509,"Respiratory failure, insufficiency, arrest",1,1,0,,
316611,0,PHECODE,,510,Other diseases of lung,0,1,0,,
316612,0,PHECODE,,510.2,Lung transplant,0,1,0,,
316613,0,PHECODE,,512,Other symptoms of respiratory system,1,1,0,,
316614,0,PHECODE,,513,Respiratory abnormalities,1,1,0,,
316615,0,PHECODE,,514,Abnormal findings examination of lungs,0,1,0,,
316616,0,PHECODE,,514.1,Abnormal results of function study of pulmonary system,0,1,0,,
316617,0,PHECODE,,514.2,Solitary pulmonary nodule,0,1,0,,
316618,0,PHECODE,,516,Abnormal sputum,1,1,0,,
316619,0,PHECODE,,519,"Other diseases of respiratory system, not elsewhere classified",1,1,0,,
316620,0,PHECODE,,519.1,Tracheostomy complications,0,1,0,,
316621,0,PHECODE,,520,Disorders of tooth development,1,1,0,,
316622,0,PHECODE,,521,Diseases of hard tissues of teeth,1,1,0,,
316623,0,PHECODE,,522,Diseases of pulp and periapical tissues,1,1,0,,
316624,0,PHECODE,,523,Gingival and periodontal diseases,1,1,0,,
316625,0,PHECODE,,524,"Dentofacial anomalies, including malocclusion",1,1,0,,
316626,0,PHECODE,,525,Other diseases of the teeth and supporting structures,1,1,0,,
316627,0,PHECODE,,526,Diseases of the jaws,1,1,0,,
316628,0,PHECODE,,527,Diseases of the salivary glands,1,1,0,,
316629,0,PHECODE,,528,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue",1,1,0,,
316630,0,PHECODE,,529,Diseases and other conditions of the tongue,1,1,0,,
316631,0,PHECODE,,530,Diseases of esophagus,1,1,0,,
316632,0,PHECODE,,530.9,Heartburn,0,1,0,,
316633,0,PHECODE,,531,Peptic ulcer (excl. esophageal),1,1,0,,
316634,0,PHECODE,,532,Dysphagia,0,1,0,,
316635,0,PHECODE,,535,Gastritis and duodenitis,1,1,0,,
316636,0,PHECODE,,536,Disorders of function of stomach,1,1,0,,
316637,0,PHECODE,,537,Other disorders of stomach and duodenum,1,1,0,,
316638,0,PHECODE,,539,Bariatric surgery,0,1,0,,
316639,0,PHECODE,,540,Appendiceal conditions,1,1,0,,
316640,0,PHECODE,,550,Abdominal hernia,1,1,0,,
316641,0,PHECODE,,555,Inflammatory bowel disease and other gastroenteritis and colitis,1,1,0,,
316642,0,PHECODE,,556,Ulceration of the lower GI tract,1,1,0,,
316643,0,PHECODE,,557,Intestinal malabsorption (non-celiac),0,1,0,,
316644,0,PHECODE,,557.1,Celiac disease,0,1,0,,
316645,0,PHECODE,,558,Noninfectious gastroenteritis,0,1,0,,
316646,0,PHECODE,,559,Ileostomy status,0,1,0,,
316647,0,PHECODE,,560,Intestinal obstruction without mention of hernia,1,1,0,,
316648,0,PHECODE,,561,Symptoms involving digestive system,1,1,0,,
316649,0,PHECODE,,562,Diverticulosis and diverticulitis,1,1,0,,
316650,0,PHECODE,,563,Constipation,0,1,0,,
316651,0,PHECODE,,564,Functional digestive disorders,1,1,0,,
316652,0,PHECODE,,565,Anal and rectal conditions,1,1,0,,
316653,0,PHECODE,,567,Peritonitis and retroperitoneal infections,0,1,0,,
316654,0,PHECODE,,568,Other disorders of peritoneum,1,1,0,,
316655,0,PHECODE,,569,Other disorders of intestine,1,1,0,,
316656,0,PHECODE,,571,Chronic liver disease and cirrhosis,1,1,0,,
316657,0,PHECODE,,572,Ascites (non malignant),0,1,0,,
316658,0,PHECODE,,573,Other disorders of liver,1,1,0,,
316659,0,PHECODE,,573.2,Liver replaced by transplant,0,1,0,,
316660,0,PHECODE,,573.3,Hepatomegaly,0,1,0,,
316661,0,PHECODE,,573.4,Acute and subacute necrosis of liver,0,1,0,,
316662,0,PHECODE,,573.5,Jaundice (not of newborn),0,1,0,,
316663,0,PHECODE,,573.6,Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],0,1,0,,
316664,0,PHECODE,,573.7,Abnormal results of function study of liver,0,1,0,,
316665,0,PHECODE,,573.9,Abnormal serum enzyme levels,0,1,0,,
316666,0,PHECODE,,574,Cholelithiasis and cholecystitis,1,1,0,,
316667,0,PHECODE,,575,Other biliary tract disease,1,1,0,,
316668,0,PHECODE,,577,Diseases of pancreas,1,1,0,,
316669,0,PHECODE,,578,Gastrointestinal hemorrhage,1,1,0,,
316670,0,PHECODE,,579,Other symptoms involving abdomen and pelvis,1,1,0,,
316671,0,PHECODE,,579.8,Nonspecific abnormal findings in stool contents,0,1,0,,
316672,0,PHECODE,,580,Nephritis; nephrosis; renal sclerosis,1,1,0,,
316673,0,PHECODE,,585,Renal failure,1,1,0,,
316674,0,PHECODE,,586,Other disorders of the kidney and ureters,1,1,0,,
316675,0,PHECODE,,587,Kidney replaced by transpant,0,1,0,,
316676,0,PHECODE,,588,Disorders resulting from impaired renal function,1,1,0,,
316677,0,PHECODE,,589,Abnormal results of function study of kidney,0,1,0,,
316678,0,PHECODE,,590,Pyelonephritis,0,1,0,,
316679,0,PHECODE,,591,Urinary tract infection,0,1,0,,
316680,0,PHECODE,,592,Cystitis and urethritis,1,1,0,,
316681,0,PHECODE,,593,Hematuria,1,1,0,,
