analysis_id,"stratum_1","stratum_2","stratum_3","stratum_4","stratum_5",count_value
3000,"380415","","","","",27
3000,"373999","","","","",27
3000,"196160","","","","",27
3000,"318169","","","","",27
3000,"314423","","","","",27
3000,"135032","","","","",27
3000,"441836","","","","",27
3000,"196365","","","","",27
3000,"314379","","","","",27
3000,"373101","","","","",27
3000,"444206","","","","",27
3000,"258785","","","","",27
3000,"192673","","","","",27
3000,"27587","","","","",27
3000,"320116","","","","",27
3000,"4094910","","","","",27
3000,"134453","","","","",27
3000,"4036620","","","","",27
3000,"440321","","","","",27
3000,"432863","","","","",27
3000,"434462","","","","",27
3000,"79072","","","","",27
3000,"137785","","","","",27
3000,"444130","","","","",27
3000,"199078","","","","",27
3000,"314090","","","","",27
3000,"378135","","","","",27
3000,"40483286","","","","",27
3000,"432574","","","","",27
3000,"200662","","","","",27
3000,"433735","","","","",27
3000,"260131","","","","",27
3000,"196726","","","","",27
3000,"198802","","","","",27
3000,"4096347","","","","",27
3000,"435940","","","","",27
3000,"374035","","","","",27
3000,"443558","","","","",27
3000,"4019967","","","","",27
3000,"381001","","","","",27
3000,"4281109","","","","",27
3000,"73889","","","","",27
3000,"141825","","","","",27
3000,"201066","","","","",27
3000,"73649","","","","",27
3000,"135778","","","","",27
3000,"378424","","","","",27
3000,"259995","","","","",27
3000,"4141360","","","","",28
3000,"4145111","","","","",28
3000,"4164922","","","","",28
3000,"43531027","","","","",28
3000,"75897","","","","",28
3000,"25780","","","","",28
3000,"4201387","","","","",28
3000,"443792","","","","",28
3000,"40484571","","","","",28
3000,"437169","","","","",28
3000,"377556","","","","",28
3000,"4302954","","","","",28
3000,"4185117","","","","",28
3000,"438383","","","","",28
3000,"380702","","","","",28
3000,"45769441","","","","",28
3000,"439081","","","","",28
3000,"316428","","","","",28
3000,"137682","","","","",28
3000,"138379","","","","",28
3000,"26823","","","","",28
3000,"4221679","","","","",28
3000,"441589","","","","",28
3000,"442570","","","","",28
3000,"134452","","","","",28
3000,"4311629","","","","",28
3000,"30679","","","","",28
3000,"4178976","","","","",28
3000,"442308","","","","",28
3000,"443782","","","","",28
3000,"196165","","","","",28
3000,"198809","","","","",28
3000,"4167696","","","","",28
3000,"195002","","","","",28
3000,"74174","","","","",28
3000,"76887","","","","",28
3000,"443733","","","","",28
3000,"443608","","","","",28
3000,"77072","","","","",28
3000,"4195085","","","","",28
3000,"316478","","","","",28
3000,"4155297","","","","",28
3000,"199065","","","","",29
3000,"197033","","","","",29
3000,"40480033","","","","",29
3000,"135930","","","","",29
3000,"4288544","","","","",29
3000,"199991","","","","",29
3000,"77734","","","","",29
3000,"4007453","","","","",29
3000,"381444","","","","",29
3000,"433128","","","","",29
3000,"314659","","","","",29
3000,"26052","","","","",29
3000,"4077577","","","","",29
3000,"4142905","","","","",29
3000,"136575","","","","",29
3000,"78497","","","","",29
3000,"74806","","","","",29
3000,"199767","","","","",29
3000,"138841","","","","",29
3000,"40481762","","","","",29
3000,"77162","","","","",29
3000,"40482662","","","","",29
3000,"434614","","","","",29
3000,"4145627","","","","",29
3000,"436076","","","","",29
3000,"135858","","","","",29
3000,"4167097","","","","",29
3000,"141104","","","","",29
3000,"315361","","","","",29
3000,"73341","","","","",29
3000,"4326601","","","","",29
3000,"432895","","","","",29
3000,"4339214","","","","",29
3000,"433612","","","","",29
3000,"78605","","","","",29
3000,"434610","","","","",285
3000,"42873157","","","","",30
3000,"4116166","","","","",30
3000,"72415","","","","",30
3000,"4208857","","","","",30
3000,"192606","","","","",30
3000,"4172432","","","","",30
3000,"201257","","","","",30
3000,"443744","","","","",30
3000,"432968","","","","",30
3000,"4081759","","","","",30
3000,"438878","","","","",30
3000,"438469","","","","",30
3000,"137945","","","","",30
3000,"434675","","","","",30
3000,"194788","","","","",30
3000,"442013","","","","",30
3000,"138994","","","","",30
3000,"197981","","","","",30
3000,"40479583","","","","",30
3000,"29056","","","","",30
3000,"141816","","","","",30
3000,"439674","","","","",30
3000,"192385","","","","",30
3000,"134460","","","","",30
3000,"4166125","","","","",30
3000,"318566","","","","",30
3000,"376337","","","","",30
3000,"378160","","","","",30
3000,"440878","","","","",30
3000,"81711","","","","",30
3000,"439770","","","","",30
3000,"74777","","","","",30
3000,"201061","","","","",286
3000,"193874","","","","",31
3000,"4185932","","","","",31
3000,"4253797","","","","",31
3000,"198197","","","","",31
3000,"436421","","","","",31
3000,"4049391","","","","",31
3000,"4019263","","","","",31
3000,"440700","","","","",31
3000,"434493","","","","",31
3000,"441992","","","","",31
3000,"136934","","","","",31
3000,"27321","","","","",31
3000,"4097159","","","","",31
3000,"79768","","","","",31
3000,"255348","","","","",31
3000,"380394","","","","",31
3000,"372924","","","","",31
3000,"4063521","","","","",31
3000,"4142479","","","","",31
3000,"4263848","","","","",31
3000,"72995","","","","",31
3000,"195599","","","","",31
3000,"378161","","","","",31
3000,"136834","","","","",31
3000,"4106361","","","","",31
3000,"139180","","","","",31
3000,"441838","","","","",31
3000,"4256228","","","","",31
3000,"194526","","","","",287
3000,"200687","","","","",32
3000,"4331953","","","","",32
3000,"438721","","","","",32
3000,"438390","","","","",32
3000,"440543","","","","",32
3000,"442615","","","","",32
3000,"374882","","","","",32
3000,"254443","","","","",32
3000,"197032","","","","",32
3000,"138148","","","","",32
3000,"4148260","","","","",32
3000,"4318560","","","","",32
3000,"372912","","","","",32
3000,"74194","","","","",32
3000,"434926","","","","",32
3000,"197006","","","","",32
3000,"73884","","","","",32
3000,"441532","","","","",32
3000,"137426","","","","",32
3000,"312902","","","","",32
3000,"432620","","","","",32
3000,"433031","","","","",32
3000,"258780","","","","",32
3000,"45769461","","","","",32
3000,"436233","","","","",32
3000,"440748","","","","",32
3000,"4241527","","","","",32
3000,"80541","","","","",32
3000,"443350","","","","",32
3000,"443454","","","","",32
3000,"440916","","","","",32
3000,"253549","","","","",32
3000,"434170","","","","",33
3000,"438699","","","","",33
3000,"4093673","","","","",33
3000,"4230975","","","","",33
3000,"75637","","","","",33
3000,"4060556","","","","",33
3000,"4297894","","","","",33
3000,"4038835","","","","",33
3000,"320536","","","","",33
3000,"4298026","","","","",33
3000,"4109420","","","","",33
3000,"134118","","","","",33
3000,"196473","","","","",33
3000,"24970","","","","",33
3000,"433516","","","","",33
3000,"195401","","","","",33
3000,"439703","","","","",33
3000,"4048727","","","","",33
3000,"4062637","","","","",33
3000,"312337","","","","",33
3000,"438170","","","","",33
3000,"4024659","","","","",33
3000,"73090","","","","",33
3000,"432508","","","","",33
3000,"378752","","","","",33
3000,"200779","","","","",33
3000,"381864","","","","",33
3000,"4266809","","","","",33
3000,"441980","","","","",33
3000,"80874","","","","",33
3000,"438879","","","","",33
3000,"73537","","","","",33
3000,"376063","","","","",33
3000,"76737","","","","",33
3000,"137443","","","","",33
3000,"4188974","","","","",33
3000,"4099629","","","","",33
3000,"440448","","","","",33
3000,"440083","","","","",33
3000,"76611","","","","",289
3000,"444100","","","","",289
3000,"380733","","","","",289
3000,"444070","","","","",801
3000,"316437","","","","",34
3000,"379806","","","","",34
3000,"4103295","","","","",34
3000,"321080","","","","",34
3000,"195590","","","","",34
3000,"195834","","","","",34
3000,"433701","","","","",34
3000,"4081648","","","","",34
3000,"200763","","","","",34
3000,"372629","","","","",34
3000,"4271024","","","","",34
3000,"201690","","","","",34
3000,"377286","","","","",34
3000,"4120314","","","","",34
3000,"194997","","","","",34
3000,"4190186","","","","",34
3000,"442775","","","","",34
3000,"376965","","","","",34
3000,"437828","","","","",34
3000,"31602","","","","",34
3000,"73008","","","","",34
3000,"4301351","","","","",34
3000,"4232697","","","","",34
3000,"435569","","","","",34
3000,"40480261","","","","",34
3000,"4153882","","","","",34
3000,"4345578","","","","",34
3000,"436079","","","","",34
3000,"192367","","","","",34
3000,"316084","","","","",34
3000,"436246","","","","",34
3000,"4201388","","","","",34
3000,"4168686","","","","",34
3000,"435515","","","","",290
3000,"4167354","","","","",35
3000,"76756","","","","",35
3000,"317305","","","","",35
3000,"372903","","","","",35
3000,"77129","","","","",35
3000,"381575","","","","",35
3000,"261071","","","","",35
3000,"437947","","","","",35
3000,"75311","","","","",35
3000,"438005","","","","",35
3000,"4047110","","","","",35
3000,"321107","","","","",35
3000,"138463","","","","",35
3000,"438066","","","","",35
3000,"136185","","","","",35
3000,"436389","","","","",35
3000,"381301","","","","",35
3000,"4060705","","","","",35
3000,"77650","","","","",35
3000,"4089462","","","","",35
3000,"4157457","","","","",35
3000,"4174262","","","","",35
3000,"443392","","","","",35
3000,"4030425","","","","",35
3000,"4077895","","","","",35
3000,"75091","","","","",35
3000,"4239484","","","","",35
3000,"438731","","","","",35
3000,"372721","","","","",35
3000,"435127","","","","",35
3000,"441534","","","","",35
3000,"4024000","","","","",35
3000,"194684","","","","",35
3000,"199067","","","","",35
3000,"4182562","","","","",35
3000,"195603","","","","",35
3000,"40480555","","","","",35
3000,"4188027","","","","",35
3000,"378523","","","","",35
3000,"4322024","","","","",35
3000,"433938","","","","",36
3000,"439795","","","","",36
3000,"40479707","","","","",36
3000,"201914","","","","",36
3000,"23164","","","","",36
3000,"195851","","","","",36
3000,"378414","","","","",36
3000,"436077","","","","",36
3000,"138479","","","","",36
3000,"192691","","","","",36
3000,"436670","","","","",36
3000,"200783","","","","",36
3000,"78581","","","","",36
3000,"77079","","","","",36
3000,"437894","","","","",36
3000,"4228800","","","","",36
3000,"46269889","","","","",36
3000,"4113650","","","","",36
3000,"137940","","","","",36
3000,"256717","","","","",36
3000,"377861","","","","",36
3000,"74138","","","","",36
3000,"374313","","","","",36
3000,"4057370","","","","",36
3000,"439005","","","","",36
3000,"432975","","","","",36
3000,"74635","","","","",36
3000,"4090739","","","","",36
3000,"200485","","","","",36
3000,"201688","","","","",36
3000,"4301167","","","","",36
3000,"139902","","","","",36
3000,"4193704","","","","",292
3000,"27674","","","","",804
3000,"75051","","","","",37
3000,"438064","","","","",37
3000,"437233","","","","",37
3000,"77702","","","","",37
3000,"381581","","","","",37
3000,"201265","","","","",37
3000,"80232","","","","",37
3000,"4018504","","","","",37
3000,"195392","","","","",37
3000,"443862","","","","",37
3000,"257315","","","","",37
3000,"252942","","","","",37
3000,"4244438","","","","",37
3000,"440531","","","","",37
3000,"76565","","","","",37
3000,"4117695","","","","",37
3000,"434896","","","","",37
3000,"437832","","","","",37
3000,"136760","","","","",37
3000,"194993","","","","",37
3000,"380111","","","","",37
3000,"197717","","","","",37
3000,"4162218","","","","",37
3000,"4134120","","","","",37
3000,"321887","","","","",38
3000,"441818","","","","",38
3000,"443962","","","","",38
3000,"4096313","","","","",38
3000,"197676","","","","",38
3000,"313502","","","","",38
3000,"437038","","","","",38
3000,"441422","","","","",38
3000,"4192640","","","","",38
3000,"4111412","","","","",38
3000,"435380","","","","",38
3000,"75039","","","","",38
3000,"194406","","","","",38
3000,"197324","","","","",38
3000,"74729","","","","",38
3000,"440548","","","","",38
3000,"44783618","","","","",38
3000,"45766714","","","","",38
3000,"4111921","","","","",38
3000,"73673","","","","",38
3000,"444445","","","","",38
3000,"4216771","","","","",38
3000,"372324","","","","",38
3000,"195862","","","","",39
3000,"200562","","","","",39
3000,"194992","","","","",39
3000,"199856","","","","",39
3000,"443563","","","","",39
3000,"4043731","","","","",39
3000,"196991","","","","",39
3000,"434303","","","","",39
3000,"376680","","","","",39
3000,"195769","","","","",39
3000,"4057826","","","","",39
3000,"433678","","","","",39
3000,"195575","","","","",39
3000,"440538","","","","",39
3000,"198124","","","","",39
3000,"312940","","","","",39
3000,"4169580","","","","",39
3000,"444044","","","","",39
3000,"4012570","","","","",39
3000,"372610","","","","",39
3000,"434911","","","","",39
3000,"4079749","","","","",39
3000,"81723","","","","",40
3000,"4101747","","","","",40
3000,"321462","","","","",40
3000,"376552","","","","",40
3000,"442167","","","","",40
3000,"194081","","","","",40
3000,"75337","","","","",40
3000,"443622","","","","",40
3000,"135762","","","","",40
3000,"438021","","","","",40
3000,"435723","","","","",40
3000,"74511","","","","",40
3000,"436230","","","","",40
3000,"4142875","","","","",40
3000,"435521","","","","",40
3000,"380403","","","","",40
3000,"4077218","","","","",40
3000,"316995","","","","",40
3000,"380096","","","","",40
3000,"4284110","","","","",40
3000,"4056621","","","","",40
3000,"441872","","","","",40
3000,"141663","","","","",40
3000,"199958","","","","",40
3000,"72618","","","","",40
3000,"73801","","","","",40
3000,"4324765","","","","",296
3000,"432870","","","","",296
3000,"255334","","","","",41
3000,"4117957","","","","",41
3000,"74892","","","","",41
3000,"437366","","","","",41
3000,"4182210","","","","",41
3000,"4158911","","","","",41
3000,"141249","","","","",41
3000,"377560","","","","",41
3000,"436339","","","","",41
3000,"40481043","","","","",41
3000,"4146581","","","","",41
3000,"79127","","","","",41
3000,"440387","","","","",41
3000,"437584","","","","",41
3000,"435613","","","","",41
3000,"4023310","","","","",41
3000,"133974","","","","",41
3000,"434782","","","","",41
3000,"30133","","","","",41
3000,"4150062","","","","",297
3000,"37017432","","","","",42
3000,"72457","","","","",42
3000,"4167777","","","","",42
3000,"381591","","","","",42
3000,"436370","","","","",42
3000,"40492322","","","","",42
3000,"436832","","","","",42
3000,"81931","","","","",42
3000,"132408","","","","",42
3000,"72715","","","","",42
3000,"79898","","","","",42
3000,"4302555","","","","",42
3000,"195585","","","","",42
3000,"192759","","","","",42
3000,"195771","","","","",42
3000,"81250","","","","",42
3000,"4159872","","","","",42
3000,"439222","","","","",42
3000,"433456","","","","",298
3000,"133711","","","","",43
3000,"439393","","","","",43
3000,"81144","","","","",43
3000,"4109883","","","","",43
3000,"439199","","","","",43
3000,"4024561","","","","",43
3000,"435928","","","","",43
3000,"26378","","","","",43
3000,"192360","","","","",43
3000,"76786","","","","",43
3000,"76240","","","","",43
3000,"442920","","","","",43
3000,"135526","","","","",43
3000,"4088290","","","","",43
3000,"4150319","","","","",43
3000,"440389","","","","",43
3000,"435875","","","","",299
3000,"73553","","","","",555
3000,"44783163","","","","",44
3000,"198075","","","","",44
3000,"4275423","","","","",44
3000,"195847","","","","",44
3000,"440905","","","","",44
3000,"437993","","","","",44
3000,"141693","","","","",44
3000,"4034825","","","","",44
3000,"40480674","","","","",44
3000,"137829","","","","",44
3000,"4169095","","","","",44
3000,"80187","","","","",44
3000,"437251","","","","",44
3000,"315276","","","","",44
3000,"199075","","","","",44
3000,"432461","","","","",44
3000,"79833","","","","",44
3000,"314658","","","","",556
3000,"134441","","","","",45
3000,"137379","","","","",45
3000,"78529","","","","",45
3000,"376647","","","","",45
3000,"443729","","","","",45
3000,"254669","","","","",45
3000,"253788","","","","",45
3000,"444426","","","","",45
3000,"4029488","","","","",45
3000,"432347","","","","",45
3000,"4181511","","","","",45
3000,"4120275","","","","",45
3000,"137275","","","","",45
3000,"45769438","","","","",45
3000,"4279309","","","","",45
3000,"4305500","","","","",45
3000,"432251","","","","",45
3000,"436263","","","","",45
3000,"198678","","","","",45
3000,"315947","","","","",45
3000,"4276436","","","","",46
3000,"197508","","","","",46
3000,"4108659","","","","",46
3000,"434494","","","","",46
3000,"132583","","","","",46
3000,"373724","","","","",46
3000,"75053","","","","",46
3000,"434169","","","","",46
3000,"75344","","","","",46
3000,"75865","","","","",46
3000,"4157332","","","","",46
3000,"4116071","","","","",46
3000,"443588","","","","",46
3000,"315078","","","","",814
3000,"79938","","","","",47
3000,"199764","","","","",47
3000,"4115171","","","","",47
3000,"320744","","","","",47
3000,"77081","","","","",47
3000,"195770","","","","",47
3000,"4090553","","","","",47
3000,"136198","","","","",47
3000,"4162276","","","","",47
3000,"435416","","","","",47
3000,"78193","","","","",47
3000,"77066","","","","",47
3000,"200452","","","","",47
3000,"434657","","","","",47
3000,"4134121","","","","",47
3000,"4181583","","","","",47
3000,"436539","","","","",47
3000,"438130","","","","",47
3000,"438688","","","","",47
3000,"44783027","","","","",303
3000,"4115367","","","","",303
3000,"44782733","","","","",48
3000,"436957","","","","",48
3000,"443585","","","","",48
3000,"73564","","","","",48
3000,"440213","","","","",48
3000,"136661","","","","",48
3000,"378756","","","","",48
3000,"4091465","","","","",48
3000,"440360","","","","",48
3000,"443412","","","","",48
3000,"201065","","","","",48
3000,"374028","","","","",48
3000,"443614","","","","",48
3000,"195961","","","","",48
3000,"74582","","","","",48
3000,"320342","","","","",48
3000,"4059290","","","","",48
3000,"195083","","","","",304
3000,"260123","","","","",816
3000,"4133004","","","","",49
3000,"374384","","","","",49
3000,"380834","","","","",49
3000,"434089","","","","",49
3000,"198101","","","","",49
3000,"374923","","","","",49
3000,"31598","","","","",49
3000,"435810","","","","",49
3000,"196569","","","","",49
3000,"72459","","","","",49
3000,"80815","","","","",49
3000,"22340","","","","",49
3000,"441428","","","","",49
3000,"252658","","","","",49
3000,"437390","","","","",305
3000,"197921","","","","",50
3000,"135333","","","","",50
3000,"133414","","","","",50
3000,"4178792","","","","",50
3000,"196456","","","","",50
3000,"375801","","","","",50
3000,"438998","","","","",50
3000,"432590","","","","",50
3000,"4146239","","","","",50
3000,"74114","","","","",50
3000,"4196636","","","","",50
3000,"4060424","","","","",51
3000,"317585","","","","",51
3000,"255841","","","","",51
3000,"376707","","","","",51
3000,"443344","","","","",51
3000,"375827","","","","",51
3000,"4061844","","","","",51
3000,"436164","","","","",51
3000,"435262","","","","",51
3000,"381295","","","","",51
3000,"132932","","","","",51
3000,"439040","","","","",51
3000,"198571","","","","",51
3000,"432597","","","","",51
3000,"4240903","","","","",51
3000,"438887","","","","",51
3000,"80180","","","","",563
3000,"381854","","","","",52
3000,"198062","","","","",52
3000,"140259","","","","",52
3000,"432791","","","","",52
3000,"435093","","","","",52
3000,"436253","","","","",52
3000,"78786","","","","",52
3000,"4030041","","","","",52
3000,"318096","","","","",52
3000,"437525","","","","",52
3000,"319034","","","","",52
3000,"256449","","","","",52
3000,"40490888","","","","",52
3000,"4141224","","","","",52
3000,"442623","","","","",53
3000,"73300","","","","",53
3000,"443539","","","","",53
3000,"372886","","","","",53
3000,"437409","","","","",53
3000,"75863","","","","",53
3000,"4151250","","","","",53
3000,"435959","","","","",53
3000,"441737","","","","",53
3000,"137856","","","","",53
3000,"137057","","","","",53
3000,"434633","","","","",53
3000,"435783","","","","",53
3000,"73560","","","","",53
3000,"4236484","","","","",53
3000,"440424","","","","",53
