"id","parent_id","type","subtype","code","name","is_group","is_selectable","est_count","domain_id","concept_id","has_attribute","path"
221,131,"ICD9","CM",235,"Neoplasm of uncertain behavior of digestive and respiratory systems",1,1,5201,"","",0,1.131
222,131,"ICD9","CM",236,"Neoplasm of uncertain behavior of genitourinary organs",1,1,1391,"","",0,1.131
223,131,"ICD9","CM",237,"Neoplasm of uncertain behavior of endocrine glands and nervous system",1,1,7451,"","",0,1.131
224,131,"ICD9","CM",238,"Neoplasm of uncertain behavior of other and unspecified sites and tissues",1,1,44351,"","",0,1.131
225,131,"ICD9","CM",239,"Neoplasms of unspecified nature",1,1,18114,"","",0,1.131
226,1,"ICD9","CM","240-279.99","Endocrine, nutritional and metabolic diseases, and immunity disorders",1,0,"","","",0,1
227,226,"ICD9","CM",240,"Simple and unspecified goiter",1,1,7039,"","",0,1.226
228,226,"ICD9","CM",241,"Nontoxic nodular goiter",1,1,22531,"","",0,1.226
229,226,"ICD9","CM",242,"Thyrotoxicosis with or without goiter",1,1,13437,"","",0,1.226
230,226,"ICD9","CM",243,"Congenital hypothyroidism",1,1,655,"","",0,1.226
231,226,"ICD9","CM",244,"Acquired hypothyroidism",1,1,59273,"","",0,1.226
232,226,"ICD9","CM",245,"Thyroiditis",1,1,11936,"","",0,1.226
233,226,"ICD9","CM",246,"Other disorders of thyroid",1,1,7603,"","",0,1.226
234,226,"ICD9","CM",249,"Secondary diabetes mellitus",1,1,2675,"","",0,1.226
235,226,"ICD9","CM",250,"Diabetes mellitus",1,1,192193,"","",0,1.226
236,226,"ICD9","CM",251,"Other disorders of pancreatic internal secretion",1,1,11241,"","",0,1.226
237,226,"ICD9","CM",252,"Disorders of parathyroid gland",1,1,7619,"","",0,1.226
238,226,"ICD9","CM",253,"Disorders of the pituitary gland and its hypothalamic control",1,1,10037,"","",0,1.226
239,226,"ICD9","CM",254,"Diseases of thymus gland",1,1,322,"","",0,1.226
240,226,"ICD9","CM",255,"Disorders of adrenal glands",1,1,11791,"","",0,1.226
241,226,"ICD9","CM",256,"Ovarian dysfunction",1,1,11170,"","",0,1.226
242,226,"ICD9","CM",257,"Testicular dysfunction",1,1,7154,"","",0,1.226
243,226,"ICD9","CM",258,"Polyglandular dysfunction and related disorders",1,1,566,"","",0,1.226
244,226,"ICD9","CM",259,"Other endocrine disorders",1,1,6304,"","",0,1.226
245,226,"ICD9","CM",260,"Kwashiorkor",1,1,317,"","",0,1.226
246,226,"ICD9","CM",261,"Nutritional marasmus",1,1,1491,"","",0,1.226
247,226,"ICD9","CM",262,"Other severe protein-calorie malnutrition",1,1,5365,"","",0,1.226
248,226,"ICD9","CM",263,"Other and unspecified protein-calorie malnutrition",1,1,21263,"","",0,1.226
249,226,"ICD9","CM",264,"Vitamin A deficiency",1,1,313,"","",0,1.226
250,226,"ICD9","CM",265,"Thiamine and niacin deficiency states",1,1,783,"","",0,1.226
251,226,"ICD9","CM",266,"Deficiency of B-complex components",1,1,7901,"","",0,1.226
252,226,"ICD9","CM",267,"Ascorbic acid deficiency",1,1,54,"","",0,1.226
253,226,"ICD9","CM",268,"Vitamin D deficiency",1,1,30989,"","",0,1.226
254,226,"ICD9","CM",269,"Other nutritional deficiencies",1,1,9096,"","",0,1.226
255,226,"ICD9","CM",270,"Disorders of amino-acid transport and metabolism",1,1,1551,"","",0,1.226
256,226,"ICD9","CM",271,"Disorders of carbohydrate transport and metabolism",1,1,966,"","",0,1.226
257,226,"ICD9","CM",272,"Disorders of lipoid metabolism",1,1,199002,"","",0,1.226
258,226,"ICD9","CM",273,"Disorders of plasma protein metabolism",1,1,5953,"","",0,1.226
259,226,"ICD9","CM",274,"Gout",1,1,15850,"","",0,1.226
260,226,"ICD9","CM",275,"Disorders of mineral metabolism",1,1,31006,"","",0,1.226
261,226,"ICD9","CM",276,"Disorders of fluid, electrolyte, and acid-base balance",1,1,165318,"","",0,1.226
262,226,"ICD9","CM",277,"Other and unspecified disorders of metabolism",1,1,11662,"","",0,1.226
263,226,"ICD9","CM",278,"Overweight, obesity and other hyperalimentation",1,1,94059,"","",0,1.226
264,226,"ICD9","CM",279,"Disorders involving the immune mechanism",1,1,18426,"","",0,1.226
265,1,"ICD9","CM","280-289.99","Diseases of the blood and blood-forming organs",1,0,"","","",0,1
266,265,"ICD9","CM",280,"Iron deficiency anemias",1,1,22845,"","",0,1.265
267,265,"ICD9","CM",281,"Other deficiency anemias",1,1,7423,"","",0,1.265
268,265,"ICD9","CM",282,"Hereditary hemolytic anemias",1,1,12645,"","",0,1.265
269,265,"ICD9","CM",283,"Acquired hemolytic anemias",1,1,1678,"","",0,1.265
270,265,"ICD9","CM",284,"Aplastic anemia and other bone marrow failure syndromes",1,1,10454,"","",0,1.265
271,265,"ICD9","CM",285,"Other and unspecified anemias",1,1,99578,"","",0,1.265
272,265,"ICD9","CM",286,"Coagulation defects",1,1,22915,"","",0,1.265
273,265,"ICD9","CM",287,"Purpura and other hemorrhagic conditions",1,1,25592,"","",0,1.265
274,265,"ICD9","CM",288,"Diseases of white blood cells",1,1,52336,"","",0,1.265
275,265,"ICD9","CM",289,"Other diseases of blood and blood-forming organs",1,1,15566,"","",0,1.265
276,1,"ICD9","CM","290-319.99","Mental, behavioral and neurodevelopmental disorders",1,0,"","","",0,1
277,276,"ICD9","CM",290,"Dementias",1,1,1334,"","",0,1.276
278,276,"ICD9","CM",291,"Alcohol-induced mental disorders",1,1,4323,"","",0,1.276
279,276,"ICD9","CM",292,"Drug-induced mental disorders",1,1,9026,"","",0,1.276
280,276,"ICD9","CM",293,"Transient mental disorders due to conditions classified elsewhere",1,1,11315,"","",0,1.276
281,276,"ICD9","CM",294,"Persistent mental disorders due to conditions classified elsewhere",1,1,7762,"","",0,1.276
282,276,"ICD9","CM",295,"Schizophrenic disorders",1,1,8604,"","",0,1.276
283,276,"ICD9","CM",296,"Episodic mood disorders",1,1,93525,"","",0,1.276
284,276,"ICD9","CM",297,"Paranoid states (Delusional disorders)",1,1,3131,"","",0,1.276
285,276,"ICD9","CM",298,"Other nonorganic psychoses",1,1,7955,"","",0,1.276
286,276,"ICD9","CM",299,"Pervasive developmental disorders",1,1,3472,"","",0,1.276
287,276,"ICD9","CM",300,"Anxiety, dissociative and somatoform disorders",1,1,101697,"","",0,1.276
288,276,"ICD9","CM",301,"Personality disorders",1,1,3875,"","",0,1.276
289,276,"ICD9","CM",302,"Sexual and gender identity disorders",1,1,1869,"","",0,1.276
290,276,"ICD9","CM",303,"Alcohol dependence syndrome",1,1,16871,"","",0,1.276
291,276,"ICD9","CM",304,"Drug dependence",1,1,33356,"","",0,1.276
292,276,"ICD9","CM",305,"Nondependent abuse of drugs",1,1,99580,"","",0,1.276
293,276,"ICD9","CM",306,"Physiological malfunction arising from mental factors",1,1,2078,"","",0,1.276
294,276,"ICD9","CM",307,"Special symptoms or syndromes, not elsewhere classified",1,1,15392,"","",0,1.276
295,276,"ICD9","CM",308,"Acute reaction to stress",1,1,3240,"","",0,1.276
296,276,"ICD9","CM",309,"Adjustment reaction",1,1,34073,"","",0,1.276
297,276,"ICD9","CM",310,"Specific nonpsychotic mental disorders due to brain damage",1,1,4762,"","",0,1.276
298,276,"ICD9","CM",311,"Depressive disorder, not elsewhere classified",1,1,57659,"","",0,1.276
299,276,"ICD9","CM",312,"Disturbance of conduct, not elsewhere classified",1,1,8216,"","",0,1.276
300,276,"ICD9","CM",313,"Disturbance of emotions specific to childhood and adolescence",1,1,2199,"","",0,1.276
301,276,"ICD9","CM",314,"Hyperkinetic syndrome of childhood",1,1,16742,"","",0,1.276
302,276,"ICD9","CM",315,"Specific delays in development",1,1,6225,"","",0,1.276
303,276,"ICD9","CM",316,"Psychic factors associated with diseases classified elsewhere",1,1,1001,"","",0,1.276
304,276,"ICD9","CM",317,"Mild intellectual disabilities",1,1,863,"","",0,1.276
305,276,"ICD9","CM",318,"Other specified intellectual disabilities",1,1,1118,"","",0,1.276
306,276,"ICD9","CM",319,"Unspecified intellectual disabilities",1,1,2126,"","",0,1.276
