"id","parent_id","type","subtype","code","name","is_group","is_selectable","est_count","domain_id","concept_id","has_attribute","path","synonyms"
3273192,3273137,"DRUG","ATC","H01","Pituitary and hypothalamic hormones and analogues",1,1,71147,"",21602682,0,3273137,""
3273193,3273137,"DRUG","ATC","H02","Corticosteroids for systemic use",1,1,519468,"",21602722,0,3273137,""
3273194,3273137,"DRUG","ATC","H03","Thyroid therapy",1,1,100566,"",21602751,0,3273137,""
3273195,3273137,"DRUG","ATC","H04","Pancreatic hormones",1,1,13602,"",21602775,0,3273137,""
3273196,3273137,"DRUG","ATC","H05","Calcium homeostasis",1,1,8506,"",21602779,0,3273137,""
3273197,3273138,"DRUG","ATC","J01","Antibacterials for systemic use",1,1,1363074,"",21602796,0,3273138,""
3273198,3273138,"DRUG","ATC","J02","Antimycotics for systemic use",1,1,89438,"",21603071,0,3273138,""
3273199,3273138,"DRUG","ATC","J04","Antimycobacterials",1,1,10190,"",21603089,0,3273138,""
3273200,3273138,"DRUG","ATC","J05","Antivirals for systemic use",1,1,108024,"",21603126,0,3273138,""
3273201,3273138,"DRUG","ATC","J06","Immune sera and immunoglobulins",1,1,6090,"",21601245,0,3273138,""
3273202,3273138,"DRUG","ATC","J07","Vaccines",1,1,44788,"",21601278,0,3273138,""
3273203,3273139,"DRUG","ATC","L01","Antineoplastic agents",1,1,136945,"",21601387,0,3273139,""
3273204,3273139,"DRUG","ATC","L02","Endocrine therapy",1,1,69039,"",21603812,0,3273139,""
3273205,3273139,"DRUG","ATC","L03","Immunostimulants",1,1,14765,"",21603848,0,3273139,""
3273206,3273139,"DRUG","ATC","L04","Immunosuppressants",1,1,77991,"",21603890,0,3273139,""
3273207,3273140,"DRUG","ATC","M01","Antiinflammatory and antirheumatic products",1,1,628777,"",21603932,0,3273140,""
3273208,3273140,"DRUG","ATC","M02","Topical products for joint and muscular pain",1,1,375920,"",21604034,0,3273140,""
3273209,3273140,"DRUG","ATC","M03","Muscle relaxants",1,1,280811,"",21604069,0,3273140,""
3273210,3273140,"DRUG","ATC","M04","Antigout preparations",1,1,32273,"",21604128,0,3273140,""
3273211,3273140,"DRUG","ATC","M05","Drugs for treatment of bone diseases",1,1,9606,"",21604146,0,3273140,""
3273212,3273140,"DRUG","ATC","M09","Other drugs for disorders of the musculo-skeletal system",1,1,578,"",21604170,0,3273140,""
3273213,3273141,"DRUG","ATC","N01","Anesthetics",1,1,955033,"",21604181,0,3273141,""
3273214,3273141,"DRUG","ATC","N02","Analgesics",1,1,1592030,"",21604253,0,3273141,""
3273215,3273141,"DRUG","ATC","N03","Antiepileptics",1,1,299500,"",21604389,0,3273141,""
3273216,3273141,"DRUG","ATC","N04","Anti-parkinson drugs",1,1,35132,"",21604443,0,3273141,""
3273217,3273141,"DRUG","ATC","N05","Psycholeptics",1,1,844776,"",21604489,0,3273141,""
3273218,3273141,"DRUG","ATC","N06","Psychoanaleptics",1,1,578685,"",21604685,0,3273141,""
3273219,3273141,"DRUG","ATC","N07","Other nervous system drugs",1,1,135385,"",21604801,0,3273141,""
3273220,3273142,"DRUG","ATC","P01","Antiprotozoals",1,1,84873,"",21604848,0,3273142,""
3273221,3273142,"DRUG","ATC","P02","Anthelmintics",1,1,4668,"",21604927,0,3273142,""
3273222,3273142,"DRUG","ATC","P03","Ectoparasiticides, incl. scabicides, insecticides and repellents",1,1,4964,"",21604967,0,3273142,""
3273223,3273143,"DRUG","ATC","R01","Nasal preparations",1,1,1061807,"",21605008,0,3273143,""
3273224,3273143,"DRUG","ATC","R02","Throat preparations",1,1,698912,"",21603215,0,3273143,""
3273225,3273143,"DRUG","ATC","R03","Drugs for obstructive airway diseases",1,1,902740,"",21603248,0,3273143,""
3273226,3273143,"DRUG","ATC","R05","Cough and cold preparations",1,1,287516,"",21603365,0,3273143,""
3273227,3273143,"DRUG","ATC","R06","Antihistamines for systemic use",1,1,606840,"",21603444,0,3273143,""
3273228,3273143,"DRUG","ATC","R07","Other respiratory system products",1,1,1187,"",21603530,0,3273143,""
3273229,3273144,"DRUG","ATC","S01","Ophthalmologicals",1,1,2368440,"",21603551,0,3273144,""
3273230,3273144,"DRUG","ATC","S02","Otologicals",1,1,662864,"",21605144,0,3273144,""
3273231,3273144,"DRUG","ATC","S03","Ophthalmological and otological preparations",1,1,277421,"",21605187,0,3273144,""
3273233,3273145,"DRUG","ATC","V03","All other therapeutic products",1,1,126432,"",21605227,0,3273145,""
3273234,3273145,"DRUG","ATC","V04","Diagnostic agents",1,1,228157,"",21605295,0,3273145,""
3273235,3273145,"DRUG","ATC","V06","General nutrients",1,1,127410,"",21605342,0,3273145,""
3273237,3273145,"DRUG","ATC","V08","Contrast media",1,1,123500,"",21605372,0,3273145,""
3273238,3273145,"DRUG","ATC","V09","Diagnostic radiopharmaceuticals",1,1,228,"",21605444,0,3273145,""
3273239,3273145,"DRUG","ATC","V10","Therapeutic radiopharmaceuticals",1,1,2144,"",21605567,0,3273145,""
3273241,3273147,"DRUG","ATC","A01A","Stomatological preparations",1,1,781328,"",21600003,0,3273132.3273147,""
3273242,3273148,"DRUG","ATC","A02A","Antacids",1,1,223487,"",21600047,0,3273132.3273148,""
3273243,3273148,"DRUG","ATC","A02B","Drugs for peptic ulcer and gastro-oesophageal reflux disease (gord)",1,1,571767,"",21600080,0,3273132.3273148,""
3273245,3273149,"DRUG","ATC","A03A","Drugs for functional gastrointestinal disorders",1,1,118300,"",21600128,0,3273132.3273149,""
3273246,3273149,"DRUG","ATC","A03B","Belladonna and derivatives, plain",1,1,53057,"",21600190,0,3273132.3273149,""
3273250,3273149,"DRUG","ATC","A03F","Propulsives",1,1,59859,"",21600482,0,3273132.3273149,""
3273251,3273150,"DRUG","ATC","A04A","Antiemetics and antinauseants",1,1,329061,"",21600491,0,3273132.3273150,""
3273252,3273151,"DRUG","ATC","A05A","Bile therapy",1,1,6,"",21600510,0,3273132.3273151,""
3273253,3273151,"DRUG","ATC","A05B","Liver therapy, lipotropics",1,1,46,"",21600521,0,3273132.3273151,""
3273255,3273152,"DRUG","ATC","A06A","Drugs for constipation",1,1,515735,"",21600532,0,3273132.3273152,""
3273256,3273153,"DRUG","ATC","A07A","Intestinal antiinfectives",1,1,127579,"",21600601,0,3273132.3273153,""
3273257,3273153,"DRUG","ATC","A07B","Intestinal adsorbents",1,1,2187,"",21600627,0,3273132.3273153,""
3273259,3273153,"DRUG","ATC","A07D","Antipropulsives",1,1,36103,"",21600642,0,3273132.3273153,""
3273260,3273153,"DRUG","ATC","A07E","Intestinal antiinflammatory agents",1,1,285032,"",21600651,0,3273132.3273153,""
3273261,3273153,"DRUG","ATC","A07F","Antidiarrheal microorganisms",1,1,43,"",21600667,0,3273132.3273153,""
3273263,3273154,"DRUG","ATC","A08A","Antiobesity preparations, excl. diet products",1,1,8769,"",21600680,0,3273132.3273154,""
3273264,3273155,"DRUG","ATC","A09A","Digestives, incl. enzymes",1,1,17071,"",21600698,0,3273132.3273155,""
3273265,3273156,"DRUG","ATC","A10A","Insulins and analogues",1,1,484276,"",21600713,0,3273132.3273156,""
3273266,3273156,"DRUG","ATC","A10B","Blood glucose lowering drugs, excl. insulins",1,1,153793,"",21600744,0,3273132.3273156,""
3273270,3273157,"DRUG","ATC","A11C","Vitamin a and d, incl. combinations of the two",1,1,148065,"",21600810,0,3273132.3273157,""
3273271,3273157,"DRUG","ATC","A11D","Vitamin b1, plain and in combination with vitamin b6 and b12",1,1,29625,"",21600823,0,3273132.3273157,""
3273273,3273157,"DRUG","ATC","A11G","Ascorbic acid (vitamin c), incl. combinations",1,1,71393,"",21600835,0,3273132.3273157,""
3273274,3273157,"DRUG","ATC","A11H","Other plain vitamin preparations",1,1,92456,"",21600840,0,3273132.3273157,""
3273276,3273158,"DRUG","ATC","A12A","Calcium",1,1,170640,"",21600858,0,3273132.3273158,""
3273277,3273158,"DRUG","ATC","A12B","Potassium",1,1,193001,"",21600875,0,3273132.3273158,""
3273278,3273158,"DRUG","ATC","A12C","Other mineral supplements",1,1,445127,"",21600884,0,3273132.3273158,""
3273280,3273160,"DRUG","ATC","A14A","Anabolic steroids",1,1,3571,"",21600915,0,3273132.3273160,""
3273282,3273162,"DRUG","ATC","A16A","Other alimentary tract and metabolism products",1,1,6098,"",21600933,0,3273132.3273162,""
3273283,3273163,"DRUG","ATC","B01A","Antithrombotic agents",1,1,576384,"",21600961,0,3273133.3273163,""
3273284,3273164,"DRUG","ATC","B02A","Antifibrinolytics",1,1,6073,"",21601033,0,3273133.3273164,""
3273285,3273164,"DRUG","ATC","B02B","Vitamin k and other hemostatics",1,1,199122,"",21601043,0,3273133.3273164,""
3273286,3273165,"DRUG","ATC","B03A","Iron preparations",1,1,97802,"",21601078,0,3273133.3273165,""
3273287,3273165,"DRUG","ATC","B03B","Vitamin b12 and folic acid",1,1,104290,"",21601119,0,3273133.3273165,""
3273288,3273165,"DRUG","ATC","B03X","Other antianemic preparations",1,1,2600,"",21601131,0,3273133.3273165,""
3273289,3273166,"DRUG","ATC","B05A","Blood and related products",1,1,14864,"",21601137,0,3273133.3273166,""
3273290,3273166,"DRUG","ATC","B05B","I.v. solutions",1,1,30005,"",21601153,0,3273133.3273166,""
3273291,3273166,"DRUG","ATC","B05C","Irrigating solutions",1,1,454288,"",21601167,0,3273133.3273166,""
3273293,3273166,"DRUG","ATC","B05X","I.v. solution additives",1,1,635006,"",21601194,0,3273133.3273166,""
3273295,3273167,"DRUG","ATC","B06A","Other hematological agents",1,1,656,"",21601226,0,3273133.3273167,""
3273296,3273168,"DRUG","ATC","C01A","Cardiac glycosides",1,1,11845,"",21601239,0,3273134.3273168,""
3273297,3273168,"DRUG","ATC","C01B","Antiarrhythmics, class i and iii",1,1,289903,"",21600248,0,3273134.3273168,""
3273298,3273168,"DRUG","ATC","C01C","Cardiac stimulants excl. cardiac glycosides",1,1,271306,"",21600279,0,3273134.3273168,""
3273299,3273168,"DRUG","ATC","C01D","Vasodilators used in cardiac diseases",1,1,57674,"",21600315,0,3273134.3273168,""
3273300,3273168,"DRUG","ATC","C01E","Other cardiac preparations",1,1,288914,"",21600360,0,3273134.3273168,""
3273301,3273169,"DRUG","ATC","C02A","Antiadrenergic agents, centrally acting",1,1,51498,"",21600382,0,3273134.3273169,""
3273302,3273169,"DRUG","ATC","C02B","Antiadrenergic agents, ganglion-blocking",1,1,35,"",21600403,0,3273134.3273169,""
3273303,3273169,"DRUG","ATC","C02C","Antiadrenergic agents, peripherally acting",1,1,7634,"",21600409,0,3273134.3273169,""
3273304,3273169,"DRUG","ATC","C02D","Arteriolar smooth muscle, agents acting on",1,1,36401,"",21600424,0,3273134.3273169,""
3273305,3273169,"DRUG","ATC","C02K","Other antihypertensives",1,1,685,"",21600438,0,3273134.3273169,""
3273308,3273170,"DRUG","ATC","C03A","Low-ceiling diuretics, thiazides",1,1,136765,"",21601462,0,3273134.3273170,""
3273309,3273170,"DRUG","ATC","C03B","Low-ceiling diuretics, excl. thiazides",1,1,14023,"",21601489,0,3273134.3273170,""
3273310,3273170,"DRUG","ATC","C03C","High-ceiling diuretics",1,1,106205,"",21601516,0,3273134.3273170,""
3273311,3273170,"DRUG","ATC","C03D","Potassium-sparing agents",1,1,48454,"",21601532,0,3273134.3273170,""
3273313,3273170,"DRUG","ATC","C03X","Other diuretics",1,1,83,"",21601556,0,3273134.3273170,""
3273314,3273171,"DRUG","ATC","C04A","Peripheral vasodilators",1,1,17756,"",21601561,0,3273134.3273171,""
3273315,3273172,"DRUG","ATC","C05A","Agents for treatment of hemorrhoids and anal fissures for topical use",1,1,729283,"",21601606,0,3273134.3273172,""
3273316,3273172,"DRUG","ATC","C05B","Antivaricose therapy",1,1,134240,"",21601634,0,3273134.3273172,""
3273317,3273172,"DRUG","ATC","C05C","Capillary stabilizing agents",1,1,98,"",21601652,0,3273134.3273172,""
3273318,3273173,"DRUG","ATC","C07A","Beta blocking agents",1,1,273925,"",21601665,0,3273134.3273173,""
3273324,3273174,"DRUG","ATC","C08C","Selective calcium channel blockers with mainly vascular effects",1,1,103542,"",21601745,0,3273134.3273174,""
3273325,3273174,"DRUG","ATC","C08D","Selective calcium channel blockers with direct cardiac effects",1,1,49058,"",21601765,0,3273134.3273174,""
3273326,3273174,"DRUG","ATC","C08E","Non-selective calcium channel blockers",1,1,11,"",21601772,0,3273134.3273174,""
3273328,3273175,"DRUG","ATC","C09A","Ace inhibitors, plain",1,1,167028,"",21601783,0,3273134.3273175,""
3273330,3273175,"DRUG","ATC","C09C","Angiotensin ii antagonists, plain",1,1,73276,"",21601822,0,3273134.3273175,""
3273332,3273175,"DRUG","ATC","C09X","Other agents acting on the renin-angiotensin system",1,1,1638,"",21601848,0,3273134.3273175,""
3273333,3273176,"DRUG","ATC","C10A","Lipid modifying agents, plain",1,1,321383,"",21601854,0,3273134.3273176,""
3273335,3273177,"DRUG","ATC","D01A","Antifungals for topical use",1,1,181623,"",21601909,0,3273135.3273177,""
3273336,3273177,"DRUG","ATC","D01B","Antifungals for systemic use",1,1,11090,"",21601964,0,3273135.3273177,""
3273337,3273178,"DRUG","ATC","D02A","Emollients and protectives",1,1,14648,"",21601969,0,3273135.3273178,""
3273338,3273178,"DRUG","ATC","D02B","Protectives against uv-radiation",1,1,2881,"",21601979,0,3273135.3273178,""
3273339,3273179,"DRUG","ATC","D03A","Cicatrizants",1,1,481,"",21601986,0,3273135.3273179,""
3273340,3273179,"DRUG","ATC","D03B","Enzymes",1,1,5352,"",21601997,0,3273135.3273179,""
3273341,3273180,"DRUG","ATC","D04A","Antipruritics, incl. antihistamines, anesthetics, etc.",1,1,675271,"",21602003,0,3273135.3273180,""
3273342,3273181,"DRUG","ATC","D05A","Antipsoriatics for topical use",1,1,9903,"",21602029,0,3273135.3273181,""
3273343,3273181,"DRUG","ATC","D05B","Antipsoriatics for systemic use",1,1,1533,"",21602044,0,3273135.3273181,""
3273344,3273182,"DRUG","ATC","D06A","Antibiotics for topical use",1,1,132062,"",21602055,0,3273135.3273182,""
3273345,3273182,"DRUG","ATC","D06B","Chemotherapeutics for topical use",1,1,101210,"",21602073,0,3273135.3273182,""
3273347,3273183,"DRUG","ATC","D07A","Corticosteroids, plain",1,1,613250,"",21602099,0,3273135.3273183,""
3273350,3273183,"DRUG","ATC","D07X","Corticosteroids, other combinations",1,1,327145,"",21602178,0,3273135.3273183,""
3273351,3273184,"DRUG","ATC","D08A","Antiseptics and disinfectants",1,1,77012,"",21602196,0,3273135.3273184,""
3273352,3273185,"DRUG","ATC","D09A","Medicated dressings",1,1,46741,"",21602262,0,3273135.3273185,""
3273353,3273186,"DRUG","ATC","D10A","Anti-acne preparations for topical use",1,1,373310,"",21602282,0,3273135.3273186,""
3273354,3273186,"DRUG","ATC","D10B","Anti-acne preparations for systemic use",1,1,2624,"",21602318,0,3273135.3273186,""
3273355,3273187,"DRUG","ATC","D11A","Other dermatological preparations",1,1,204310,"",21602324,0,3273135.3273187,""
3273356,3273188,"DRUG","ATC","G01A","Antiinfectives and antiseptics, excl. combinations with corticosteroids",1,1,295811,"",21602361,0,3273136.3273188,""
3273358,3273189,"DRUG","ATC","G02A","Uterotonics",1,1,35005,"",21602430,0,3273136.3273189,""
3273360,3273189,"DRUG","ATC","G02C","Other gynecologicals",1,1,313232,"",21602452,0,3273136.3273189,""
3273361,3273190,"DRUG","ATC","G03A","Hormonal contraceptives for systemic use",1,1,153621,"",21602472,0,3273136.3273190,""
3273362,3273190,"DRUG","ATC","G03B","Androgens",1,1,27624,"",21602506,0,3273136.3273190,""
3273363,3273190,"DRUG","ATC","G03C","Estrogens",1,1,91341,"",21602514,0,3273136.3273190,""
3273364,3273190,"DRUG","ATC","G03D","Progestogens",1,1,54242,"",21602537,0,3273136.3273190,""
3273365,3273190,"DRUG","ATC","G03E","Androgens and female sex hormones in combination",1,1,6112,"",21602558,0,3273136.3273190,""
3273367,3273190,"DRUG","ATC","G03G","Gonadotropins and other ovulation stimulants",1,1,4184,"",21602597,0,3273136.3273190,""
3273368,3273190,"DRUG","ATC","G03H","Antiandrogens",1,1,8,"",21602613,0,3273136.3273190,""
3273369,3273190,"DRUG","ATC","G03X","Other sex hormones and modulators of the genital system",1,1,4250,"",21602618,0,3273136.3273190,""
3273370,3273191,"DRUG","ATC","G04B","Urologicals",1,1,239096,"",21602628,0,3273136.3273191,""
3273371,3273191,"DRUG","ATC","G04C","Drugs used in benign prostatic hypertrophy",1,1,50090,"",21602666,0,3273136.3273191,""
3273372,3273192,"DRUG","ATC","H01A","Anterior pituitary lobe hormones and analogues",1,1,20324,"",21602683,0,3273137.3273192,""
3273373,3273192,"DRUG","ATC","H01B","Posterior pituitary lobe hormones",1,1,46335,"",21602697,0,3273137.3273192,""
3273374,3273192,"DRUG","ATC","H01C","Hypothalamic hormones",1,1,4488,"",21602709,0,3273137.3273192,""
3273375,3273193,"DRUG","ATC","H02A","Corticosteroids for systemic use, plain",1,1,519466,"",21602723,0,3273137.3273193,""
3273377,3273193,"DRUG","ATC","H02C","Antiadrenal preparations",1,1,2,"",21602748,0,3273137.3273193,""
3273379,3273194,"DRUG","ATC","H03B","Antithyroid preparations",1,1,100566,"",21602759,0,3273137.3273194,""
3273381,3273195,"DRUG","ATC","H04A","Glycogenolytic hormones",1,1,13602,"",21602776,0,3273137.3273195,""
3273382,3273196,"DRUG","ATC","H05A","Parathyroid hormones and analogues",1,1,3051,"",21602780,0,3273137.3273196,""
3273383,3273196,"DRUG","ATC","H05B","Anti-parathyroid agents",1,1,5455,"",21602785,0,3273137.3273196,""
3273384,3273197,"DRUG","ATC","J01A","Tetracyclines",1,1,72922,"",21602797,0,3273138.3273197,""
3273385,3273197,"DRUG","ATC","J01B","Amphenicols",1,1,45,"",21602813,0,3273138.3273197,""
3273386,3273197,"DRUG","ATC","J01C","Beta-lactam antibacterials, penicillins",1,1,212968,"",21602818,0,3273138.3273197,""
3273387,3273197,"DRUG","ATC","J01D","Other beta-lactam antibacterials",1,1,324034,"",21602868,0,3273138.3273197,""
3273388,3273197,"DRUG","ATC","J01E","Sulfonamides and trimethoprim",1,1,87841,"",21602929,0,3273138.3273197,""
3273389,3273197,"DRUG","ATC","J01F","Macrolides, lincosamides and streptogramins",1,1,190818,"",21602968,0,3273138.3273197,""
3273390,3273197,"DRUG","ATC","J01G","Aminoglycoside antibacterials",1,1,19252,"",21602990,0,3273138.3273197,""
3273391,3273197,"DRUG","ATC","J01M","Quinolone antibacterials",1,1,205666,"",21603006,0,3273138.3273197,""
3273393,3273197,"DRUG","ATC","J01X","Other antibacterials",1,1,249528,"",21603041,0,3273138.3273197,""
3273394,3273198,"DRUG","ATC","J02A","Antimycotics for systemic use",1,1,89438,"",21603072,0,3273138.3273198,""
3273395,3273199,"DRUG","ATC","J04A","Drugs for treatment of tuberculosis",1,1,6595,"",21603090,0,3273138.3273199,""
3273396,3273199,"DRUG","ATC","J04B","Drugs for treatment of lepra",1,1,3595,"",21603121,0,3273138.3273199,""
3273397,3273200,"DRUG","ATC","J05A","Direct acting antivirals",1,1,108024,"",21603127,0,3273138.3273200,""
3273399,3273201,"DRUG","ATC","J06B","Immunoglobulins",1,1,6090,"",21601254,0,3273138.3273201,""
3273400,3273202,"DRUG","ATC","J07A","Bacterial vaccines",1,1,44426,"",21601279,0,3273138.3273202,""
3273401,3273202,"DRUG","ATC","J07B","Viral vaccines",1,1,362,"",21601329,0,3273138.3273202,""
3273404,3273203,"DRUG","ATC","L01A","Alkylating agents",1,1,11582,"",21601388,0,3273139.3273203,""
3273405,3273203,"DRUG","ATC","L01B","Antimetabolites",1,1,35227,"",21601421,0,3273139.3273203,""
3273406,3273203,"DRUG","ATC","L01C","Plant alkaloids and other natural products",1,1,12422,"",21601445,0,3273139.3273203,""
3273407,3273203,"DRUG","ATC","L01D","Cytotoxic antibiotics and related substances",1,1,8084,"",21603728,0,3273139.3273203,""
3273408,3273203,"DRUG","ATC","L01X","Other antineoplastic agents",1,1,69630,"",21603746,0,3273139.3273203,""
3273409,3273204,"DRUG","ATC","L02A","Hormones and related agents",1,1,52603,"",21603813,0,3273139.3273204,""
3273410,3273204,"DRUG","ATC","L02B","Hormone antagonists and related agents",1,1,16436,"",21603829,0,3273139.3273204,""
3273411,3273205,"DRUG","ATC","L03A","Immunostimulants",1,1,14765,"",21603849,0,3273139.3273205,""
3273412,3273206,"DRUG","ATC","L04A","Immunosuppressants",1,1,77991,"",21603891,0,3273139.3273206,""
3273413,3273207,"DRUG","ATC","M01A","Antiinflammatory and antirheumatic products, non-steroids",1,1,626991,"",21603933,0,3273140.3273207,""
3273415,3273207,"DRUG","ATC","M01C","Specific antirheumatic agents",1,1,1786,"",21604021,0,3273140.3273207,""
3273416,3273208,"DRUG","ATC","M02A","Topical products for joint and muscular pain",1,1,375920,"",21604035,0,3273140.3273208,""
3273417,3273209,"DRUG","ATC","M03A","Muscle relaxants, peripherally acting agents",1,1,149348,"",21604070,0,3273140.3273209,""
3273418,3273209,"DRUG","ATC","M03B","Muscle relaxants, centrally acting agents",1,1,131149,"",21604091,0,3273140.3273209,""
3273419,3273209,"DRUG","ATC","M03C","Muscle relaxants, directly acting agents",1,1,314,"",21604125,0,3273140.3273209,""
3273420,3273210,"DRUG","ATC","M04A","Antigout preparations",1,1,32273,"",21604129,0,3273140.3273210,""
3273421,3273211,"DRUG","ATC","M05B","Drugs affecting bone structure and mineralization",1,1,9606,"",21604147,0,3273140.3273211,""
3273422,3273212,"DRUG","ATC","M09A","Other drugs for disorders of the musculo-skeletal system",1,1,578,"",21604171,0,3273140.3273212,""
